U850,V850,U200,V200
-2.4249916,6.225006,37.600006,22.22501
-2.3749924,4.9500084,40.675003,28.875008
1.1750107,2.2500114,40.300007,13.60001
-0.59999084,2.1500092,37.775005,9.275005
1.4250107,5.175007,33.40001,13.325008
3.7500076,5.800007,43.425007,16.35001
2.9250069,5.4250107,42.450005,11.325008
2.5750084,6.3000145,41.550007,17.30001
3.6250038,4.1250114,43.600002,22.92501
5.5000114,2.8750076,32.375008,11.625008
5.4500084,3.3750076,41.600006,-12.599991
4.400009,2.6750107,53.375004,-14.999989
4.4250107,4.2000084,51.800003,-14.174992
5.850006,3.100006,47.975006,-0.9249916
3.0750122,3.3750114,45.625004,9.050011
3.5500069,5.875004,55.575,12.150005
1.9000053,5.97501,57.450005,8.225006
1.1250076,6.8000107,51.100006,12.400009
0.4500084,5.825012,51.125004,20.575012
-1.4499931,5.275009,51.300007,17.22501
-3.274994,4.7500076,46.150005,11.60001
0.025009155,5.700012,47.100006,11.300007
5.9250107,3.3250084,42.775005,19.750008
7.025009,-0.2999916,37.27501,17.700012
9.750011,1.4000092,36.52501,25.40001
9.700005,2.5750122,39.700005,17.750008
9.050011,2.3250122,37.000004,22.375008
9.650009,0.02500534,40.45001,0.8250122
5.47501,2.1750069,36.375008,-12.699993
4.8750114,2.47501,26.550007,1.0000114
4.150009,3.3250084,27.625004,1.9750137
5.1750107,4.400013,29.40001,5.72501
8.350006,3.8000107,23.625008,7.400009
7.275009,2.8250046,30.15001,6.5500107
3.1750107,4.1250076,39.325005,11.950008
1.4250107,4.2500076,46.800007,15.35001
4.3250084,4.050007,45.375008,1.2250061
4.275009,2.6500092,29.200008,-5.4249954
6.9500084,3.3250122,16.450012,3.9500122
8.300011,1.3500061,17.950012,5.4250107
8.650009,0.3250084,17.950008,1.8250122
4.4250107,2.8000069,20.425007,5.350006
1.1250076,4.47501,21.17501,7.3500137
2.5750084,4.800007,19.22501,13.975006
4.3750076,4.650009,22.55001,18.750011
3.5500069,2.2500076,31.750004,15.675011
0.9250107,1.6250076,33.70001,8.925011
4.675007,3.6250114,33.425003,12.150009
6.60001,1.3000069,28.92501,12.900009
4.7500076,0.40001297,27.375008,5.5500107
-3.1749916,1.4000092,27.650005,-2.4499931
-2.8749886,5.22501,26.700005,-0.84999084
1.9500084,6.900009,28.625008,-0.49999237
4.900009,5.22501,30.175003,2.2500076
4.050007,3.475006,34.625008,-2.89999
-3.5499916,2.600006,40.475006,-6.924988
-1.3749924,3.9250107,49.625008,-7.6749916
-3.7999916,3.8000069,47.300007,-6.9999924
-0.5249901,6.2500076,42.100006,4.8750076
2.7500076,3.1250076,36.325005,8.500011
-0.22499466,-1.224987,37.750008,6.10001
1.0500107,2.97501,35.70001,6.97501
7.800007,-0.29999542,38.2,9.750011
7.150009,-0.5499916,31.025002,0.35000992
5.525013,-0.5249901,27.850006,6.0000114
-1.5999908,0.37501144,33.425007,8.400009
-1.8249893,1.4000053,34.800007,12.800007
-0.024990082,3.0250092,37.800007,2.97501
4.350006,4.3750076,33.95001,1.2500076
3.5250092,2.0750122,33.45001,1.5000114
2.4000092,1.0750084,35.250004,8.575008
2.6250076,-0.49999237,35.550007,12.675007
0.9750061,7.6293945E-6,38.475006,9.47501
4.0000076,1.1500092,38.125004,16.375008
4.6750107,1.0000076,29.075008,13.950012
4.300007,3.775013,23.47501,12.675007
7.200012,1.900013,16.500011,-5.2249947
8.275009,2.1500092,10.600006,-5.549988
6.775009,3.5000114,8.125011,-2.89999
3.5000114,6.4250107,6.4000053,5.275009
4.775009,4.350006,6.025013,4.8000107
6.025009,3.3750076,6.300007,1.3250084
5.0500107,2.5500107,8.775009,3.7000122
4.10001,3.9500122,9.550007,5.775013
4.1750107,2.8750076,11.700005,6.150009
1.2750092,4.47501,13.675007,4.600006
2.3250084,2.525013,18.750008,5.6750107
-1.6999931,0.35000992,25.875008,3.9500084
-0.17499161,3.3250122,26.975002,4.5000114
1.7000084,3.1250114,25.950005,1.4750099
4.22501,3.9250107,19.300007,-2.7249947
4.3250084,3.10001,16.075012,-6.724991
6.325012,3.8250084,5.35001,-7.849991
8.875004,0.77500916,-0.8749924,-7.27499
8.725006,-2.4999924,-2.89999,-1.7999916
4.800007,-0.7749901,-0.84998703,1.0000153
7.8250046,0.62501144,2.600006,1.5250092
7.9000053,-1.0999908,0.5750046,-1.6749878
4.1750107,-1.1999931,-0.024990082,1.2500076
2.8000107,0.40000916,2.8500137,2.725006
3.5000114,1.7750053,5.8750114,3.0500069
4.0000076,1.7500114,4.85001,2.7750092
2.5500107,-0.6249924,3.1250114,4.7500076
3.3250084,0.30000687,6.3000107,6.10001
-2.27499,-2.4499931,9.300007,6.900009
-3.39999,-2.4249916,17.875008,3.10001
-3.3249893,1.3000069,22.125011,-2.5999908
-1.0749931,2.8250084,18.950012,-6.149994
-1.5499916,3.22501,8.700012,-5.099991
-1.6999893,5.0500107,2.1750069,-6.2999916
-1.8249893,4.725006,-7.64999,-10.249992
0.65000916,6.0000114,-13.624992,-1.6999931
4.5250053,3.2000122,-10.924992,3.2000122
7.4500084,1.3250122,-9.674992,2.8500137
6.400009,0.6000099,-14.124992,4.7500076
6.47501,0.05001068,-19.94999,9.075008
4.7500114,0.20000839,-18.824993,14.60001
2.9000053,0.3250084,-18.549992,2.9000053
1.0000076,2.2000122,-15.449989,-0.74998856
0.9250107,2.1500092,-12.824989,-1.6249962
1.8000107,1.7250099,-11.949993,-1.5499916
0.6750107,0.6000061,-10.474995,-0.6499901
2.10001,0.025009155,-9.949989,-1.3249893
2.2750092,2.1500092,-11.874992,-0.099990845
3.0000114,4.22501,-8.674988,-2.64999
6.050007,1.2250061,-6.6749916,-4.2249947
6.850006,-2.8749886,-6.3999863,-5.3249893
5.8250084,-2.5749931,-0.7999916,-3.2249908
7.5750084,-0.7999916,1.8750076,-9.974991
6.925007,-0.07499313,-4.524994,-5.174988
7.100006,-0.52498627,-6.9749947,-2.2499886
4.975006,-1.1749878,-5.349987,-1.7249908
0.2000122,0.30000687,-2.02499,-0.37499237
0.2000122,3.5500107,-8.199989,-0.09998703
3.4250107,5.775013,-10.89999,-3.39999
6.025013,4.2750053,-16.749992,-4.899994
5.5000076,2.3750114,-18.44999,-7.724991
4.8250084,2.4500084,-15.424992,-7.5749893
4.050007,2.47501,-11.924992,-10.074993
5.525009,3.2500076,-8.099991,-10.499992
6.22501,2.6500092,-9.224987,-7.449993
5.275009,3.5000114,-9.574989,-2.3499908
4.6750107,1.6500092,-12.724991,-2.64999
5.0000076,-0.17499161,-12.64999,0.8750076
2.0500069,-1.8249931,-11.474991,-3.27499
-2.1249924,0.77500916,-9.52499,0.05001068
-0.44998932,2.2750092,-9.374989,-1.2999916
1.4250107,5.0500107,-9.099991,-2.5999947
1.5500107,4.9250107,-9.89999,-3.474987
2.475006,4.9000053,-14.049995,-4.27499
2.7000122,3.8750076,-16.674988,-6.474991
1.1750069,1.6750145,-16.549992,-2.899994
2.5500107,0.37500763,-10.64999,2.5750084
4.4250107,0.8250046,-11.624992,-1.5249901
4.3000107,2.47501,-14.799992,-3.149994
5.150009,1.9750061,-16.399994,-6.2999916
6.6750107,1.4250107,-13.77499,-6.4249916
6.7500076,1.4750099,-18.424992,-8.224991
5.700012,3.3000069,-15.199993,-3.9999886
3.5750084,3.1250076,-17.09999,-6.1249886
1.7250061,0.8500099,-14.374989,-4.949993
3.0500069,0.12501144,-24.049992,-2.77499
3.4500122,-1.0249939,-20.774986,-5.449993
2.5500107,-1.8249893,-5.9249916,-2.9499893
1.0000114,-1.6249886,9.875011,0.75001144
-0.72499084,-0.44998932,12.800007,5.900013
-1.8249893,1.1750069,2.1250076,5.2000084
-3.2999878,-0.14998627,-2.6999855,4.925007
0.27500916,-1.0499878,-7.3749924,0.47500992
2.475006,-0.124988556,-5.349991,-3.2499924
3.2500114,-0.37498856,-7.2999916,-7.39999
0.7000084,1.3500099,-8.099991,-3.5499916
1.0250092,0.7250061,-5.64999,-6.474991
2.1250114,-1.5249939,-6.27499,-9.449993
2.7500076,-1.1999893,-1.0999908,-8.549995
2.5000114,-1.1749916,-3.274994,0.72501373
3.10001,-0.7749901,-4.099991,1.1750145
4.5000114,-2.1999931,-8.674992,-4.099991
3.6500092,-1.1499901,-8.89999,-6.399994
3.0500107,0.12500763,-17.349995,-7.4499893
2.8750114,4.6250076,-19.84999,-6.349991
3.1250114,5.325012,-13.199989,-2.774994
5.6250076,4.450012,-9.149994,-2.2999916
5.525009,2.650013,-16.59999,-0.7499962
6.7500076,3.5000076,-19.099995,-1.7499924
6.900013,3.2000084,-21.624992,-4.6999893
7.550007,2.85001,-19.424992,-6.6999893
5.4500084,0.77500534,-14.14999,-6.8749886
3.9250069,2.1750107,-6.724991,-11.999992
5.0500107,2.60001,-3.6749878,-12.299992
5.5750084,1.5250092,-5.224987,-10.174988
5.3750076,2.5250053,-8.02499,-7.649994
6.9250107,2.4250069,-5.39999,-5.7499886
8.325012,0.9250107,-7.39999,-4.8749886
6.7250137,1.1000099,-9.824989,-7.0249863
5.8750114,1.7000084,-16.799992,-7.4999886
6.675007,1.9750099,-18.199986,-5.199993
7.550007,1.2000084,-16.27499,-2.4499931
7.525009,-0.6999893,-15.624989,0.42500687
4.47501,-1.7999916,-12.849991,1.0000076
1.9250107,-0.84999084,-8.474995,-2.5999908
0.6000061,1.3500099,-5.0999947,-5.1749916
3.2750092,3.0000114,-4.6749916,-5.6999893
4.400009,3.1500092,-4.7999916,-7.649994
4.0000114,1.8750114,-10.849991,-0.6499939
3.9250107,0.42500687,-14.849987,6.650009
1.9750099,2.2500076,-14.799992,-0.5499878
1.6250038,2.350006,-14.999992,-3.9999886
1.7000122,2.3000069,-14.299992,1.1000099
2.8000107,2.2750053,-11.824993,-1.5999908
-2.2499886,-2.224987,-5.049988,2.7500076
-5.7499886,-2.3499908,5.3500137,-2.4749908
-5.649994,-0.9999924,4.6250076,-5.899994
-5.2499886,1.0000076,4.850006,-5.52499
-6.2249947,2.225006,3.3250084,-2.2999878
-4.7999916,1.1750069,5.8000107,-3.1749878
-3.2249908,0.52500916,8.000008,-3.77499
-4.349987,-0.44998932,4.3250084,1.1000099
-5.074993,-0.3999939,3.5750122,5.0500107
-4.724991,-1.1749878,3.6250076,7.775009
-4.4999924,-0.49999237,2.100006,3.7000122
-2.4499893,1.9250107,-7.39999,-8.52499
-0.17499161,3.1250114,-8.424988,-11.274994
-0.024990082,3.97501,-4.52499,-5.099991
-2.0499916,3.5250092,-6.849991,-2.1249886
-3.1749916,2.72501,-12.574989,0.25001144
-2.0749931,2.5750084,-6.89999,2.8250122
-3.9499893,0.80000687,-1.5499916,3.4500122
-5.1249886,-0.59998703,-0.14999008,2.3000069
-4.0499916,0.12501144,-0.87498856,-4.02499
-3.5499954,1.8500099,-2.4499893,-5.599991
-1.9499893,2.60001,-3.0749893,-1.3249893
0.92500687,2.9750137,-6.9999886,2.9250107
-0.7999878,3.60001,-7.7249947,4.4500084
-1.6249924,3.47501,-6.9499893,6.47501
-2.7999916,2.4500084,-7.6249924,1.9500046
-4.8749924,0.6750107,-2.6999931,1.9250107
-5.799988,-3.3749886,-7.5499916,1.5250053
-9.324993,-2.4249954,-5.6249924,-1.9249916
-9.949997,-1.6249886,-1.2249947,1.5250092
-7.649994,3.5750084,3.850006,3.0750122
-5.324993,4.225006,-1.4249916,-4.1249924
-5.89999,0.30001068,-6.9999886,0.8750038
-9.174992,1.1500092,-3.5749931,1.2500076
-6.8249855,2.0750122,-2.5999908,-1.3999901
-3.1999893,1.3750076,-7.474987,-4.674988
-0.87498856,0.2250061,-2.3249931,4.0500107
-4.39999,-0.17499542,4.650009,10.300011
-5.6249886,-2.6749916,-0.6249924,9.925011
-6.4999886,-4.1749916,-1.4999924,7.025013
-5.9999886,-3.8749924,3.60001,11.700012
-6.0499916,-2.64999,2.2500076,6.22501
-7.599987,-5.099991,-1.4999924,3.4250069
-7.699993,-5.6249924,-1.3499908,4.975006
-8.599987,-5.849987,-1.5249939,4.6250114
-8.39999,-6.599987,4.525013,3.7000084
-6.274994,-2.5749893,7.700012,3.3750076
-5.224991,0.90001297,10.375015,5.97501
-4.64999,1.1250076,12.700008,5.025009
-5.599991,0.15000916,14.200005,7.450012
-6.9249916,0.77500916,19.350006,8.300007
-6.7749863,-0.7499924,18.550007,5.800007
-8.299992,-2.0499878,12.175011,13.075008
-7.474991,-1.5999908,12.97501,15.750011
-6.924988,-0.97499084,17.60001,16.55001
-5.1999893,0.4500084,15.150009,13.325012
-8.174992,-2.02499,17.60001,10.72501
-8.349987,-2.8749924,14.800011,11.450005
-8.349987,-3.1249886,13.85001,8.525013
-8.324993,-2.4999924,21.325012,7.0750046
-5.77499,-0.6749916,29.7,8.97501
-0.7499924,0.87501144,39.82501,10.22501
2.4500046,-0.14998627,44.825005,13.85001
-1.1999893,0.6250076,46.450005,13.450008
-2.8749924,1.9000053,37.225002,8.175007
-10.224991,-0.7749939,26.77501,8.325012
-7.77499,-0.32498932,22.52501,9.425011
-4.5499916,-0.44998932,20.300003,16.22501
-2.4999924,1.2250099,16.275005,20.075008
-2.77499,2.100006,18.375015,15.300011
-7.6249924,1.0750084,19.90001,13.875004
-4.574993,2.3250084,24.225006,10.850014
-1.3499908,1.9500122,25.67501,1.4250107
-4.9249916,1.9500084,26.500008,1.8250084
-5.4499893,1.3000107,21.850014,1.1000061
-6.9249916,2.1250076,15.575005,7.3250084
-5.524994,2.5250053,14.550007,9.525005
-4.524994,1.3000069,17.72501,7.650009
-5.7499886,-0.6999893,21.175007,2.1500053
-4.924988,1.5750122,25.325008,0.55000687
-0.32498932,2.400013,22.72501,-4.3249893
-3.89999,2.8000069,25.825008,-6.199993
-0.1499939,3.4500084,26.450005,-11.324989
5.400009,3.35001,26.700008,-10.824989
4.1250076,1.9000092,26.475006,-5.3749886
-4.4249916,0.025009155,24.325005,6.97501
-6.0999947,0.35000992,27.525005,12.550007
-4.699993,0.2250061,36.82501,9.600006
-4.7499924,-0.049987793,39.700005,-2.524994
0.3250084,1.5250092,32.675007,-3.6999855
-0.14999008,2.5000076,28.175007,3.0750084
0.30000687,1.7750092,28.675003,8.550011
-5.7749863,2.4500084,27.325008,14.550007
-5.7499924,2.4500122,29.02501,17.700012
-2.6999931,2.7000084,29.750008,15.400005
-1.6999931,2.9250145,28.200008,21.250011
1.6000099,0.8500061,30.950005,24.200005
-1.2499886,-0.4249916,29.050007,20.425007
-0.47499084,1.7500076,30.875004,23.600006
0.15000916,2.150013,35.600002,20.950012
1.0750084,0.67500687,32.700005,17.85001
3.1500092,7.6293945E-6,29.875008,15.625011
-2.0749893,1.3250084,28.47501,14.22501
-1.9249878,2.0750046,22.525013,17.17501
0.7000084,0.9750099,23.750008,24.47501
-0.7499924,1.3250084,30.500004,34.900005
-4.0749893,2.400013,33.450005,32.125008
-0.19998932,2.22501,32.875008,-4.02499
-2.8249893,2.22501,32.625008,7.300007
-0.2999916,2.8750076,31.675007,18.575012
0.40000916,2.6500053,37.60001,11.275009
-0.6499939,3.9250107,44.20001,21.40001
-1.8749924,4.9250107,47.875004,22.225006
1.5750084,3.4250107,44.45001,10.425011
6.47501,3.1250076,42.525005,-7.324993
7.9500046,-0.37498856,31.750008,-6.474991
5.775009,-3.77499,23.625011,2.5500069
6.4250107,-1.7249947,23.77501,12.275009
5.200012,1.650013,30.700005,3.6500053
1.7500076,5.025013,35.475006,6.2500076
-0.2999916,7.47501,41.775005,8.72501
-2.1749916,3.1750107,42.82501,-1.0249863
-2.324997,3.9500084,42.100006,-1.8749924
-0.6749878,4.9250107,38.725006,-3.0749855
-0.49998856,7.400009,39.450005,-1.8499908
1.5000076,6.6000137,47.075,-2.52499
1.0250053,5.60001,41.925003,-10.89999
0.8250084,4.5000076,21.175007,-6.9749947
4.10001,4.2500076,18.100006,2.2500114
1.0250092,5.60001,26.175007,-3.9749908
-5.574993,3.4250069,23.650005,-9.799992
-2.1249924,5.400009,21.40001,-6.399994
1.900013,5.2750053,21.750011,1.4750137
1.8750114,3.3000107,16.700012,0.25000763
-0.89998627,2.8250084,16.65001,2.4000092
-2.9249916,4.1250114,17.500008,1.7250099
-1.1999893,4.925007,19.450008,10.775009
-0.37499237,6.2500076,23.275005,15.97501
0.87501144,6.0000114,30.875008,14.450008
0.9750061,6.4500084,34.175003,15.375011
0.42501068,6.275009,31.900005,12.950008
-1.0249939,4.650009,35.650005,13.775005
-1.1249924,4.050007,41.725006,13.000004
2.3250084,6.10001,39.80001,1.1000099
3.22501,5.7000084,41.975002,-5.2499886
5.2500076,5.025009,37.675007,0.47500992
6.425007,2.1250114,28.550007,1.3500099
3.7500114,1.1750107,24.675007,8.575008
0.3500061,1.4000092,25.300007,7.8250084
-1.3249893,2.1500092,27.175007,4.47501
-1.3999901,3.2000122,30.300007,7.9250107
1.2500114,4.4500084,32.60001,21.15001
2.9250069,4.150009,40.525005,16.100006
6.6250114,4.5750084,43.225006,12.825008
9.275013,2.3000107,38.47501,8.675007
9.85001,0.25000763,35.975006,9.775009
7.3750076,-2.3249931,34.40001,9.325008
4.0750084,-0.8249893,25.22501,20.15001
1.8500099,5.150009,30.850006,24.200008
4.775009,5.8000107,42.925003,20.450008
2.4250107,8.225006,44.70001,17.42501
1.7500076,7.775009,44.125004,21.85001
4.4500084,5.3250084,40.325005,15.35001
0.37500763,-0.59999084,39.600006,4.1250076
-3.099987,3.9250069,31.300007,-0.1749878
0.8500099,6.0000076,22.350006,0.4500122
3.5500107,4.150009,19.90001,2.350006
6.275009,3.4250107,17.000008,2.5750084
4.650013,2.9000092,20.425007,4.8750114
7.275009,3.1500092,21.775005,6.7000084
5.275013,2.1750107,21.825008,4.22501
-1.6749916,2.35001,25.325008,5.1750107
-3.6249886,4.0000076,32.07501,6.5750046
-3.1749916,5.4250145,31.15001,8.10001
-6.5749893,5.075012,36.250004,6.050007
-3.3749924,4.72501,37.425007,14.075008
-0.14998627,4.800007,39.125008,15.575008
1.6250114,4.5000114,39.10001,22.65001
3.7500076,3.60001,32.425003,20.55001
4.8750076,3.2500114,28.275005,19.65001
4.0000076,2.3750076,24.250008,19.225006
2.3750076,2.60001,25.350006,22.800007
3.0000076,2.725006,23.42501,25.325005
2.4500046,4.650009,28.400005,30.450005
3.0250092,4.47501,29.850006,31.500008
5.450012,1.5750084,37.850006,29.775005
2.3250122,1.7000122,34.9,27.325008
0.90000916,4.8000107,28.67501,27.150005
-0.8999901,7.650009,28.025005,21.750011
3.7000084,4.650013,23.725014,-6.6749916
5.475006,4.5750084,27.050003,-10.14999
5.85001,2.9500084,34.32501,-6.6999893
1.4000092,2.47501,34.275005,-7.9999924
-0.049991608,2.4500084,36.27501,-2.0999908
-1.4999962,3.4250069,37.95001,-1.1249924
0.2000122,4.5750084,32.625008,-0.9499893
3.4500084,5.3750076,32.550007,15.750008
3.150013,3.225006,26.200008,30.000011
5.0000076,3.975006,34.350006,40.600002
9.400009,3.47501,26.950008,0.8250046
9.900009,1.9000092,30.125008,-13.499989
9.475006,-1.8749924,17.47501,-6.274994
7.72501,-2.9249916,15.525009,0.9750099
6.400009,-0.87498856,14.000008,2.3250084
4.4250107,3.2500114,13.60001,-0.9499893
1.3750076,2.0750084,14.900009,0.17501068
-1.6249886,2.2500076,26.825008,1.5000076
-1.6999893,4.0750046,31.400005,-8.974987
2.3000107,7.22501,24.35001,-11.824989
4.10001,7.0750084,22.52501,2.0250092
4.325012,4.0750084,24.60001,4.2750053
3.5000076,3.6500053,22.325012,0.20000839
3.97501,3.0750084,22.575008,-1.2749901
2.4250069,1.2500076,28.400005,3.0000076
4.400009,3.1750069,29.575005,10.450008
7.9250107,0.25001144,28.450005,13.10001
8.025009,-0.84999084,26.02501,9.350006
9.150009,-2.4499931,22.800007,2.9500084
9.000008,-3.4249878,17.125011,4.1250076
5.700012,-3.899994,20.40001,8.925011
0.20000839,-0.7999916,38.050007,13.250008
-1.8999901,1.9500084,39.600002,8.35001
2.6250114,4.1250076,35.275005,8.450012
5.025009,3.1500092,33.225002,8.650013
7.0750084,0.62501144,29.350006,10.425007
8.85001,-0.34999084,29.400005,10.47501
5.5250053,-1.3749924,24.500008,8.200008
3.60001,2.0750084,28.500004,13.825008
3.3750076,0.9750099,30.650005,17.27501
7.7000084,0.7000084,32.95001,-2.2999916
5.075012,1.0750122,32.050007,-8.249989
1.3250084,0.8500061,24.175007,-14.649994
2.72501,2.22501,14.550007,-22.59999
2.0000076,3.4250069,7.450012,-14.524994
4.1750107,3.5000114,4.775009,-8.374996
6.72501,2.6750069,3.7500076,-1.6999893
6.650009,2.0000114,6.8250084,0.9750099
7.9250107,1.3250084,7.300007,1.6250076
7.6750107,3.150013,11.775009,9.375004
6.97501,3.3000107,16.050007,2.8250122
6.0750084,2.4250107,15.550011,2.7000084
1.1444092E-5,1.2000084,13.250011,5.60001
-2.0999908,2.9500046,15.47501,5.60001
3.2500076,6.975006,17.375008,5.525009
4.47501,1.2750092,19.650013,0.37501144
0.30001068,0.7000046,12.450008,-5.949993
0.9750099,2.3750114,9.775013,-7.224987
-0.34999466,3.4000092,3.5500107,-5.6249886
-0.24998856,0.75001144,-0.5749893,-4.5749893
2.225006,-1.3249931,0.25001144,-2.399994
0.35000992,0.27500916,1.7500076,-1.9999886
-1.9249878,1.9000092,4.2250137,-6.39999
-5.5249863,-1.2249908,-2.2999878,-6.8749924
-7.8249893,-2.89999,-1.9999924,-4.0499916
-5.849991,-0.8249893,-2.5499916,-5.224991
-1.1749916,2.85001,-8.64999,-4.7999954
0.6000099,2.97501,-11.274994,-2.7499886
2.10001,2.6750107,-4.549988,-1.6749916
1.3500099,2.1500092,-5.5499916,3.0500069
0.7500076,2.1500092,0.17501068,-2.0499916
0.55000687,2.4250107,3.7000084,-6.1999893
2.22501,3.7500076,7.175007,-4.424988
4.5500107,4.60001,7.9250107,-6.4249916
4.275009,2.6750069,2.72501,-2.7249947
5.97501,2.8000069,1.5000076,-2.6749916
7.3750114,2.10001,-3.8749886,-4.02499
7.2500076,1.9000092,-7.02499,-3.3499908
3.6250114,1.0000076,-13.099987,-1.4499893
-1.0749931,1.6500053,-12.499992,-0.44998932
-2.599987,-2.8749886,-9.52499,-1.3249893
1.7000122,-2.7999916,-8.174992,-3.1249886
8.125011,2.7500114,-4.8249893,-1.7749939
11.325008,2.7000084,-5.6749916,-8.949993
8.525013,0.52500534,-12.499989,-7.89999
8.425007,0.20000839,-14.049992,-5.974991
9.025009,1.6250114,-16.249989,-2.2999916
9.025005,1.7000084,-16.499992,4.8750114
5.975006,1.275013,-24.09999,4.150009
4.8250084,0.90000916,-20.94999,5.150013
5.300007,1.2000084,-16.074993,-3.8499908
4.4500084,0.80000687,-18.224995,0.15000916
4.275009,1.3750076,-16.84999,-1.5249901
2.10001,-0.5249901,-18.499989,-7.6749954
0.45000458,1.4500046,-20.324993,-4.7499886
0.15001297,1.7000122,-25.099987,-5.8249893
-1.5999947,2.1500092,-22.449993,-2.6999893
-3.14999,1.9250107,-21.77499,-5.4749947
2.9250107,4.5000114,-14.424992,-4.8749924
6.575012,2.9000092,-8.174995,-6.2999916
5.2500076,1.5500069,-5.0499954,-4.8749924
4.150009,1.6250038,-8.474991,-6.4999924
3.7750092,1.6000099,-10.02499,-8.649994
2.1250114,2.85001,-11.624989,-7.77499
-0.37498856,3.3750076,-14.724991,-7.349991
-3.0499916,3.6500092,-16.924992,-6.64999
2.0750122,3.1500092,-22.874992,-2.0499916
3.775013,3.3000069,-29.174992,2.2750092
3.6250076,2.6750107,-28.999992,0.7000084
3.0500107,2.3250084,-26.124992,2.4500084
2.9500084,1.7500076,-22.72499,2.3250084
-0.024990082,-0.49999237,-18.02499,-1.9499893
-1.1499901,3.5750046,-16.149986,-9.749989
0.10001373,4.5250053,-15.27499,-10.174992
1.9250107,2.3250084,-17.874992,-12.799988
3.4250069,1.9750099,-12.374992,-6.6249886
5.8750076,-0.49999237,-8.199989,-1.2249908
3.6500092,-1.6749916,-11.849991,-0.1499939
2.6750107,-4.8999863,-17.624992,-3.6249886
3.3250084,0.9500084,-12.27499,-2.4249916
0.2250061,6.4500084,-17.124992,-1.9749908
1.3750114,3.0500069,-18.149994,-0.2999878
0.27500916,0.2000122,-19.999992,-0.8999901
-3.1249924,-1.9749908,-27.47499,-3.8249893
-1.1749916,-1.1999893,-30.324993,-2.3499908
5.400013,2.47501,-29.22499,-2.6249886
10.175011,2.2000084,-20.299992,-5.3499947
7.1750107,-0.7999878,-11.799992,-2.7249908
1.8500061,-3.14999,-1.7749901,-5.0499916
0.42501068,-1.6749878,6.6750107,-8.199989
1.2250099,1.5500107,7.200012,-8.274994
1.9500084,2.8750114,-0.8999901,2.4000092
1.7000046,2.1500092,-6.9499893,0.6000099
0.5000076,0.37501144,-7.824993,-3.349987
-0.8999901,-1.3249893,-2.27499,-12.724987
-0.2999916,-1.3249893,-6.1999893,-14.149994
2.2000122,-0.32499313,-7.1249924,-5.099991
3.2000122,-0.12499237,-6.9999886,-3.3249893
3.475006,1.1444092E-5,-8.224991,-7.799988
0.42500687,0.35001373,-7.52499,-2.7999878
-3.52499,0.8500099,-6.349991,1.150013
-3.7499924,1.9750099,-8.899994,0.30001068
-0.22499084,-0.32498932,-6.7999916,1.7500114
3.600006,-1.5749893,-10.799988,-3.4249916
2.9000092,2.3750076,-12.424992,-8.424992
0.92500687,4.22501,-20.624989,-7.6249924
2.150013,3.3750076,-22.699993,-8.024994
4.0500107,2.0500069,-23.924992,-0.37498856
3.5250092,-0.12499237,-19.524994,-1.3749924
1.6000137,0.4500122,-19.94999,-4.224991
-0.07498932,-0.024993896,-21.624992,-6.149994
-2.1999931,-1.9249916,-11.049992,-7.89999
-1.9999886,-0.22498703,-1.7499886,-3.6249886
-3.4499931,0.2250061,0.07500839,1.6250114
-4.3749924,-0.9499893,-1.5999908,3.85001
-6.249996,-2.6999931,-2.6249924,-0.34999466
-4.574993,2.6500092,-1.2249908,-2.6749916
1.6750069,3.6500092,-4.7499924,-5.8749924
4.300007,2.7500076,-7.89999,-1.2999878
4.200012,1.8250122,-7.5499916,-5.6749916
5.300007,4.0750084,-12.799988,-3.4499931
4.3500137,2.4000053,-16.94999,-3.9499855
1.8500099,2.4250107,-24.22499,-2.3749924
1.0250092,3.7500114,-23.57499,-0.8249893
3.7500076,3.9250069,-20.94999,-3.1249886
5.4500084,1.5500107,-16.57499,-3.7499924
5.7750053,0.6000099,-15.199989,-5.574993
-0.49998856,-3.6249886,-12.449989,-3.9249954
-3.5499916,0.40000916,-20.124989,-8.649994
-4.14999,1.0250053,-22.97499,-5.7999916
-6.974991,-0.34999084,-22.39999,-4.9999886
-5.02499,2.1250114,-14.399986,1.4750099
-0.07498932,1.4500084,-15.124992,0.67500687
-2.2499924,-2.0749893,-9.474991,1.775013
-1.7999916,-3.4499893,-5.6999893,-1.8749886
-2.3499947,-1.474987,-10.999992,5.900009
-2.9249916,0.7500076,-10.749989,-0.87498856
-2.774994,-0.49999237,-12.324993,-8.899994
-1.3999901,-1.8249893,-15.324989,-12.124992
-0.34999084,-1.1249886,-10.874989,-8.074989
0.30000687,-0.5499916,-6.199993,-2.9999924
0.9500046,0.80000687,-0.37498856,-1.0249939
0.30001068,1.1750069,-1.099987,-4.4499893
0.05001068,1.6500053,-2.474987,-2.8249855
-2.6249924,2.3250084,-1.9749947,-1.9249878
1.2750092,4.175007,-0.84999084,-3.2249908
2.7750092,4.525013,-2.7249908,-2.4249916
1.7500076,4.925007,-10.27499,1.2250099
2.2500114,3.1500092,-11.52499,0.90000916
0.35000992,1.6500053,-8.624992,-1.8999901
-2.2749863,0.77500916,-16.274994,-8.049992
-1.2999878,2.7000084,-17.69999,-3.89999
