HUM1000,HUM0850,HUM0500
90.000015,88.500015,16.5
88.000015,89.250015,19.0
85.250015,84.250015,17.5
82.000015,78.250015,40.000004
70.750015,66.000015,34.250008
76.250015,71.000015,12.75
68.750015,62.250015,13.5
69.750015,60.750015,3.0
72.750015,66.250015,11.25
66.000015,58.250015,20.25
79.000015,67.250015,14.25
85.750015,82.500015,4.75
85.750015,81.250015,14.75
83.750015,79.500015,30.5
86.750015,88.250015,27.5
89.500015,90.000015,30.5
88.250015,91.000015,29.75
88.000015,90.000015,8.5
85.750015,83.000015,15.25
84.750015,87.500015,24.5
86.750015,85.500015,29.000004
83.000015,84.750015,15.25
83.750015,84.000015,9.25
82.250015,81.000015,27.5
68.750015,64.750015,24.75
73.250015,65.750015,11.25
86.500015,85.250015,18.0
82.000015,80.250015,26.25
68.000015,61.750015,23.25
71.500015,69.500015,39.250004
92.500015,93.000015,72.000015
82.250015,80.000015,47.750004
82.500015,78.750015,38.000008
93.750015,94.500015,27.000004
89.500015,83.750015,40.500008
77.000015,65.500015,17.25
88.500015,87.250015,27.0
91.500015,93.000015,39.250004
96.250015,96.250015,57.00001
94.250015,83.750015,32.250004
92.000015,85.750015,14.0
95.750015,96.500015,17.75
92.750015,85.500015,17.25
77.500015,69.000015,6.5
75.750015,69.750015,10.25
85.500015,80.250015,16.25
97.250015,95.750015,24.5
92.500015,88.000015,12.25
83.000015,78.500015,8.75
79.250015,74.750015,11.25
94.250015,95.500015,10.75
83.750015,79.250015,6.25
69.000015,62.750015,8.0
86.750015,85.000015,10.25
98.250015,98.250015,12.25
96.250015,92.500015,12.75
91.000015,90.500015,10.5
94.500015,96.500015,15.5
95.250015,94.000015,28.25
99.250015,99.000015,24.0
96.750015,96.250015,24.25
96.750015,95.000015,10.5
96.750015,91.750015,15.25
76.250015,73.250015,22.25
65.250015,58.75001,19.5
83.500015,81.250015,21.0
85.750015,87.250015,9.0
69.000015,65.500015,12.75
72.500015,70.000015,18.25
87.750015,88.000015,19.5
95.750015,96.750015,26.25
98.750015,98.000015,25.75
96.750015,89.250015,22.0
97.750015,92.250015,16.5
93.000015,87.000015,28.0
87.500015,76.000015,29.75
94.500015,89.250015,47.25001
98.500015,87.750015,31.750004
89.500015,75.250015,25.5
75.250015,65.750015,18.5
78.250015,65.750015,51.250008
88.250015,77.500015,68.750015
72.250015,59.250015,20.25
59.75001,50.000008,8.25
77.250015,70.500015,41.750004
73.000015,63.750015,46.250004
72.500015,59.500015,75.000015
61.250015,59.500015,51.50001
85.750015,78.250015,62.75001
97.750015,94.500015,80.250015
91.500015,85.250015,51.25001
97.250015,94.000015,79.750015
95.500015,88.500015,47.250008
77.250015,68.500015,35.25
69.500015,66.250015,27.25
89.000015,87.000015,56.00001
98.750015,93.250015,80.250015
95.250015,91.500015,67.750015
96.000015,95.750015,21.75
88.250015,90.750015,35.000008
94.250015,96.500015,89.250015
98.250015,98.500015,56.500008
97.750015,98.250015,53.750008
97.750015,92.250015,52.50001
89.500015,75.250015,73.250015
89.250015,79.500015,77.250015
97.000015,88.750015,58.750015
93.750015,77.750015,55.25001
94.250015,79.000015,45.250008
91.000015,70.750015,21.75
95.750015,86.250015,44.000004
94.250015,80.000015,14.25
95.000015,91.000015,18.75
94.250015,91.000015,21.25
86.500015,77.250015,32.750004
86.000015,74.750015,43.750004
64.500015,55.00001,22.5
54.750008,45.500008,30.0
48.750008,40.000004,20.5
61.75001,52.75001,28.000004
77.250015,60.000015,45.500008
79.750015,64.500015,62.000015
65.750015,54.50001,44.750008
60.750015,49.500008,13.0
48.000008,40.250008,16.75
42.500008,34.250004,15.75
48.500008,35.0,17.0
40.500004,33.5,27.25
92.000015,83.000015,38.000004
95.000015,98.250015,31.750004
97.500015,91.000015,37.250008
80.000015,65.750015,19.5
88.000015,74.250015,47.000008
93.000015,80.750015,35.500004
89.000015,77.250015,44.000008
64.500015,46.000004,28.000004
88.500015,84.250015,25.75
85.750015,84.750015,14.5
70.500015,63.500015,9.0
56.000008,50.500008,0.75
43.000008,36.750004,3.25
40.250008,31.0,7.75
45.750008,38.0,33.75
48.250008,43.750008,35.750004
54.000008,49.000008,26.000004
51.250008,48.000008,5.0
40.750008,33.75,17.0
48.750008,38.500004,29.0
80.250015,72.000015,25.25
85.250015,73.500015,18.25
92.750015,83.750015,26.000004
99.000015,96.000015,43.750004
95.250015,86.250015,35.0
94.500015,83.250015,34.0
90.750015,75.750015,40.25
86.750015,73.250015,50.250008
86.750015,76.500015,43.500004
82.750015,61.750015,48.500008
88.750015,83.500015,39.000004
83.750015,75.250015,67.000015
92.750015,88.500015,52.25001
96.000015,89.000015,31.25
95.500015,86.500015,36.5
94.750015,85.250015,39.75
96.750015,84.000015,67.250015
96.750015,85.500015,51.50001
94.500015,79.250015,48.250008
96.000015,81.750015,35.500004
97.250015,90.250015,72.500015
94.500015,91.750015,83.500015
99.250015,96.750015,89.000015
97.500015,97.000015,68.250015
94.750015,93.500015,55.25001
96.000015,93.000015,71.000015
94.750015,89.750015,71.500015
96.750015,94.500015,71.000015
97.000015,92.750015,82.750015
96.000015,93.250015,70.500015
99.250015,99.750015,76.250015
98.750015,99.000015,71.000015
98.750015,99.250015,70.500015
98.500015,99.500015,78.750015
96.250015,92.000015,77.750015
96.000015,92.250015,78.500015
98.000015,96.000015,81.250015
98.750015,95.750015,82.500015
94.500015,94.500015,76.250015
96.000015,95.500015,92.250015
98.750015,99.500015,95.500015
98.750015,96.000015,82.250015
94.500015,91.750015,68.000015
91.000015,90.250015,64.750015
87.500015,85.250015,63.250015
94.750015,90.000015,55.500015
98.750015,94.750015,52.500015
97.000015,92.250015,48.50001
95.500015,86.500015,71.000015
97.250015,92.250015,66.750015
95.000015,92.250015,67.500015
93.500015,88.500015,66.500015
94.500015,88.250015,62.000015
97.250015,95.250015,66.750015
96.000015,93.750015,62.500015
95.750015,91.750015,71.500015
98.750015,95.000015,87.250015
97.000015,95.000015,91.250015
99.000015,99.000015,78.750015
96.750015,95.750015,72.000015
96.750015,94.000015,72.500015
96.250015,94.250015,81.000015
98.000015,93.500015,79.000015
97.750015,94.000015,79.250015
95.750015,90.250015,76.000015
98.000015,94.000015,83.000015
95.500015,92.750015,78.500015
93.750015,91.000015,66.500015
97.750015,95.000015,90.250015
96.000015,92.750015,85.000015
96.250015,93.250015,83.000015
94.250015,93.500015,79.000015
94.500015,93.500015,72.750015
96.750015,94.250015,45.000008
96.000015,90.000015,40.75
96.250015,88.250015,65.000015
97.500015,92.500015,73.250015
97.000015,94.750015,75.000015
95.750015,93.750015,65.500015
94.750015,92.250015,66.500015
94.750015,92.500015,66.500015
95.500015,93.000015,81.750015
97.750015,95.750015,86.500015
97.500015,95.750015,72.750015
94.000015,91.250015,85.750015
92.750015,88.250015,88.000015
92.250015,90.250015,92.500015
95.250015,92.500015,90.000015
98.000015,97.500015,80.500015
93.000015,94.250015,62.250015
94.750015,95.250015,61.750015
96.500015,95.250015,71.750015
97.000015,93.250015,89.250015
95.000015,91.500015,92.500015
96.000015,92.000015,91.500015
96.750015,94.500015,92.250015
95.750015,94.750015,74.750015
95.500015,90.000015,70.250015
94.250015,87.000015,62.250015
94.750015,83.000015,60.750015
94.750015,81.500015,74.750015
89.000015,75.500015,52.250008
94.250015,75.750015,48.000008
94.750015,78.500015,74.750015
96.750015,82.750015,77.750015
94.750015,86.250015,52.00001
94.500015,86.000015,48.500008
94.750015,87.750015,48.25001
96.000015,91.250015,61.000015
96.000015,94.750015,56.250015
95.000015,93.000015,68.000015
94.500015,91.250015,64.000015
96.000015,91.000015,62.500015
96.500015,85.000015,43.000004
93.000015,82.000015,36.75
89.000015,76.000015,41.250004
91.500015,79.500015,56.500015
95.250015,82.500015,52.50001
93.750015,80.250015,50.50001
93.500015,82.500015,48.000008
91.750015,76.750015,42.250004
94.750015,86.000015,73.000015
95.250015,87.750015,81.250015
96.750015,88.750015,66.500015
95.000015,91.500015,65.500015
91.500015,83.750015,49.000008
91.000015,75.250015,31.5
89.500015,83.750015,70.750015
91.500015,89.250015,94.250015
94.500015,88.500015,78.250015
91.000015,80.500015,61.500015
93.250015,83.500015,47.750008
94.250015,85.500015,59.00001
94.500015,89.250015,69.000015
93.500015,87.000015,58.750015
93.500015,85.250015,44.50001
93.250015,82.500015,59.500015
95.000015,82.750015,63.500015
91.500015,81.250015,63.250015
94.750015,82.750015,65.000015
92.750015,84.500015,67.250015
93.250015,86.500015,70.750015
93.750015,87.000015,86.250015
98.500015,96.250015,72.250015
94.750015,92.750015,56.750015
94.000015,88.500015,67.500015
88.000015,81.250015,78.500015
83.000015,79.500015,65.000015
89.250015,81.500015,70.250015
94.250015,90.500015,86.750015
96.750015,94.250015,80.500015
95.750015,87.750015,59.000015
95.000015,84.750015,56.25001
99.750015,95.750015,66.500015
98.000015,96.500015,71.250015
97.500015,87.750015,78.500015
97.500015,81.750015,82.000015
98.000015,93.500015,83.750015
98.750015,88.000015,88.250015
98.000015,90.000015,77.250015
98.750015,98.000015,66.250015
97.250015,97.250015,70.750015
98.000015,98.000015,71.750015
95.500015,96.750015,66.250015
96.500015,97.000015,71.000015
95.500015,96.000015,74.500015
96.750015,96.750015,70.500015
96.500015,96.750015,74.500015
97.750015,97.250015,74.000015
94.750015,95.500015,65.750015
96.250015,97.250015,60.750015
94.500015,94.500015,43.250008
94.500015,94.250015,38.0
93.000015,94.250015,43.250004
93.000015,94.500015,31.25
91.750015,92.500015,25.25
96.000015,97.250015,41.5
95.750015,97.250015,36.5
95.500015,97.000015,26.5
97.500015,97.250015,32.75
96.500015,96.500015,52.750008
98.500015,99.250015,68.000015
95.000015,88.000015,48.750008
97.000015,93.250015,54.250015
91.250015,93.250015,69.250015
93.750015,94.500015,65.250015
96.000015,97.500015,74.250015
97.500015,97.500015,62.250015
96.000015,95.250015,59.250015
97.250015,95.750015,71.000015
97.000015,94.250015,49.250008
96.500015,92.750015,62.250015
96.250015,84.500015,85.500015
93.500015,83.750015,83.750015
92.250015,87.000015,83.250015
93.250015,89.500015,75.000015
97.000015,93.500015,70.250015
97.500015,95.750015,56.000015
95.500015,93.250015,74.000015
90.000015,85.500015,74.000015
81.250015,70.500015,77.000015
87.000015,81.750015,83.250015
84.750015,78.250015,83.000015
85.000015,73.250015,80.500015
79.500015,71.750015,63.000015
78.500015,72.500015,26.75
82.250015,70.250015,11.5
90.500015,87.000015,32.750004
91.250015,89.250015,10.0
89.000015,87.000015,17.75
92.250015,90.250015,24.75
91.250015,94.250015,38.0
93.250015,94.750015,51.00001
95.000015,96.750015,56.25001
94.250015,95.500015,50.50001
96.500015,96.750015,40.750004
95.250015,94.750015,39.250004
95.250015,94.500015,12.25
93.250015,92.750015,14.75
97.500015,93.500015,24.75
93.000015,93.250015,35.25
92.250015,93.000015,21.75
96.250015,97.500015,19.5
92.750015,89.000015,37.750004
85.500015,79.000015,33.000004
82.750015,71.000015,11.0
80.000015,75.500015,24.750004
81.500015,78.250015,50.500008
82.250015,79.500015,43.250008
84.500015,82.750015,27.75
86.250015,83.500015,36.5
89.500015,91.000015,21.75
90.750015,90.750015,15.0
83.250015,78.250015,5.0
80.250015,75.500015,6.25
82.500015,84.750015,14.5
82.750015,81.000015,6.0
78.000015,80.250015,16.0
83.500015,87.250015,73.750015
88.250015,87.000015,41.250008
91.250015,86.750015,3.0
94.750015,89.750015,5.5
95.250015,95.500015,3.25
95.750015,95.500015,8.0
97.500015,93.750015,5.75
89.000015,87.250015,9.5
97.000015,93.500015,10.25
85.250015,79.000015,15.25
77.750015,72.250015,12.5
72.500015,61.000015,15.75
76.000015,60.000015,10.75
68.000015,48.000008,11.5
62.250008,49.750008,23.5
88.500015,85.500015,48.500008
96.750015,98.500015,44.750008
91.750015,90.250015,25.5
97.000015,95.000015,40.750008
91.750015,84.750015,13.25
80.250015,71.250015,10.25
80.500015,77.750015,17.0
85.250015,81.500015,19.25
69.250015,61.250015,35.25
74.250015,66.500015,14.75
77.250015,73.500015,10.75
87.750015,82.750015,12.75
93.250015,92.500015,16.0
94.250015,96.000015,13.75
96.500015,96.750015,25.5
96.000015,96.500015,17.75
96.500015,93.250015,10.0
95.000015,92.250015,9.25
75.500015,69.750015,9.0
67.000015,63.500015,15.25
81.750015,80.000015,21.75
74.750015,72.250015,18.75
84.500015,82.750015,20.75
93.000015,89.500015,15.25
95.750015,96.750015,13.75
93.000015,93.000015,25.250004
96.000015,91.750015,12.75
93.250015,93.750015,10.5
91.000015,91.000015,16.0
94.250015,95.500015,27.250004
93.000015,94.500015,20.75
94.500015,90.000015,18.5
97.500015,96.000015,19.75
96.000015,96.000015,37.75
89.250015,83.000015,21.0
73.500015,63.750015,22.25
64.000015,52.75001,25.25
58.250008,52.00001,18.25
56.000008,39.250004,15.5
56.250008,42.000004,15.0
74.750015,69.000015,21.5
56.000008,49.750008,13.75
44.750008,35.75,8.0
42.500008,32.75,10.5
49.750008,38.750004,5.75
42.750008,30.0,7.0
51.250008,39.500004,9.0
44.250008,37.500004,14.75
51.000008,42.500004,16.5
78.250015,80.750015,14.5
89.500015,94.000015,13.75
96.250015,98.750015,13.5
93.000015,87.000015,9.0
78.250015,74.500015,10.0
74.250015,70.500015,16.0
58.250008,53.75001,18.75
51.000008,48.000008,30.25
49.000008,47.250008,46.000004
47.500008,43.500004,46.000008
59.50001,55.75001,44.250008
63.500015,57.00001,35.000008
56.250008,51.000008,28.5
43.500008,36.500004,22.0
42.750008,38.750008,22.750004
43.750008,38.750004,13.75
40.500008,33.25,28.0
40.750004,30.75,7.0
28.500004,23.25,22.5
28.250004,20.75,25.75
44.250008,36.250004,19.0
70.500015,62.750015,20.0
83.750015,77.250015,33.75
74.250015,71.250015,23.75
91.250015,92.500015,37.500004
95.750015,96.000015,17.25
93.500015,90.000015,12.25
76.500015,71.250015,14.75
48.500008,43.750008,6.75
36.750004,33.500004,11.5
31.500004,26.0,10.75
35.500004,32.25,15.25
44.750008,42.500004,12.5
78.750015,68.250015,13.0
63.75001,52.50001,17.5
55.25001,52.000008,18.0
88.500015,81.750015,20.75
92.250015,87.000015,23.5
98.500015,93.750015,28.75
98.500015,100.000015,50.500008
94.500015,96.500015,85.000015
93.750015,96.500015,71.750015
89.250015,87.000015,36.500004
85.750015,79.500015,35.75
61.250008,56.00001,19.25
57.000008,52.750008,25.25
45.750008,43.500008,28.75
47.750008,45.000008,30.75
47.000008,42.500008,19.0
43.500008,36.250004,22.25
42.750008,36.500004,41.25
45.000008,37.25,30.75
41.000008,36.75,36.0
52.000008,46.500004,20.5
52.000008,47.750008,6.75
49.000008,45.250008,11.75
52.500008,48.500008,12.25
39.750008,35.500004,11.75
69.000015,60.500008,13.75
99.750015,99.750015,20.5
98.250015,95.750015,18.0
98.250015,95.750015,35.500004
97.250015,98.000015,45.500008
97.250015,93.750015,40.750004
93.000015,87.500015,27.75
90.000015,82.000015,72.500015
91.500015,84.500015,74.500015
81.250015,76.250015,50.00001
78.500015,69.250015,62.500015
82.250015,73.750015,58.750015
71.500015,60.500015,61.000015
94.750015,91.750015,57.000015
97.250015,94.000015,34.250004
87.000015,82.500015,22.0
73.750015,66.750015,26.0
74.750015,71.250015,48.25001
83.000015,69.250015,45.250004
98.750015,93.250015,35.750004
96.250015,96.250015,53.00001
93.500015,90.750015,41.000008
86.750015,81.500015,61.750015
83.750015,71.750015,32.75
72.500015,61.750015,14.0
69.750015,62.00001,33.25
90.500015,83.500015,45.750004
97.000015,93.500015,33.500004
91.500015,85.250015,49.250008
86.000015,79.750015,55.75001
75.500015,69.750015,35.000004
71.750015,66.500015,40.250004
69.500015,69.500015,46.000008
72.500015,74.750015,53.50001
72.000015,71.750015,37.250004
70.500015,70.500015,64.000015
72.500015,68.750015,35.0
78.500015,68.500015,33.250004
89.000015,81.750015,66.000015
96.000015,93.000015,85.000015
94.500015,90.000015,83.750015
97.250015,88.750015,87.750015
93.500015,86.250015,83.750015
90.750015,84.750015,80.750015
90.000015,81.750015,82.750015
89.750015,80.000015,85.500015
98.000015,91.250015,83.500015
94.750015,88.500015,66.500015
94.750015,92.000015,69.500015
93.500015,91.250015,69.500015
89.750015,88.250015,84.500015
87.250015,86.250015,87.250015
93.250015,90.750015,88.250015
94.000015,91.500015,77.500015
94.750015,92.250015,79.500015
91.250015,90.500015,81.750015
88.500015,86.500015,76.000015
80.250015,76.500015,73.750015
88.750015,75.500015,78.500015
95.250015,91.250015,68.500015
96.750015,95.000015,78.500015
96.250015,93.500015,76.000015
93.000015,90.250015,61.500015
89.750015,86.000015,76.500015
94.500015,91.250015,87.500015
95.750015,91.500015,75.500015
97.500015,95.000015,85.750015
99.500015,99.000015,96.250015
99.500015,99.000015,88.250015
97.750015,97.250015,79.000015
96.250015,94.000015,73.500015
95.250015,92.500015,76.750015
96.000015,95.000015,76.750015
96.250015,94.750015,66.750015
97.500015,95.750015,63.500015
97.000015,94.750015,70.250015
97.500015,95.250015,68.250015
94.750015,93.750015,79.000015
93.500015,92.000015,91.500015
94.500015,91.500015,89.500015
95.500015,91.750015,87.250015
95.750015,92.750015,81.000015
97.750015,88.750015,57.500015
95.750015,85.000015,53.00001
95.250015,86.500015,65.500015
96.000015,87.500015,57.000015
94.750015,91.250015,75.000015
97.500015,97.250015,91.000015
97.500015,96.500015,92.250015
96.500015,92.750015,92.750015
96.250015,93.250015,82.250015
96.000015,92.000015,69.750015
94.500015,87.000015,47.75001
96.500015,88.750015,47.250008
96.750015,91.500015,70.000015
95.250015,94.750015,70.500015
98.500015,95.750015,58.000015
94.250015,90.250015,73.750015
96.250015,93.250015,80.250015
96.250015,94.250015,67.750015
96.750015,93.250015,73.250015
94.500015,91.500015,71.500015
93.250015,89.500015,60.750015
96.250015,90.500015,69.750015
97.750015,95.750015,81.250015
98.250015,97.500015,68.500015
96.250015,92.000015,64.750015
96.750015,90.000015,48.000004
95.500015,90.750015,41.0
95.500015,87.750015,54.500015
94.000015,85.750015,49.500008
94.750015,89.500015,53.250015
94.250015,91.250015,82.750015
93.250015,90.750015,91.000015
96.750015,95.000015,96.500015
98.250015,98.000015,89.000015
96.750015,96.750015,77.250015
97.750015,96.500015,84.250015
96.000015,91.000015,84.250015
90.500015,82.000015,71.500015
87.000015,82.500015,75.250015
90.000015,89.750015,55.50001
89.750015,88.500015,43.250004
93.500015,89.500015,44.250004
94.500015,90.750015,45.250004
97.750015,91.250015,60.750015
95.750015,87.500015,66.250015
95.750015,91.250015,72.500015
97.000015,90.000015,62.500015
94.750015,86.500015,72.000015
94.500015,87.500015,67.000015
94.500015,92.500015,74.500015
94.750015,90.000015,63.000015
96.000015,89.250015,53.50001
97.000015,90.750015,58.000015
95.500015,92.250015,60.500015
95.250015,85.000015,67.250015
95.750015,89.500015,72.750015
94.000015,89.250015,67.250015
97.250015,85.000015,60.250015
94.500015,81.000015,73.250015
95.000015,85.000015,84.000015
95.750015,86.500015,75.250015
94.750015,87.250015,73.750015
95.500015,88.000015,59.250015
96.250015,92.750015,54.00001
95.750015,92.000015,58.25001
94.500015,93.500015,69.500015
96.250015,93.750015,81.250015
96.500015,90.750015,85.500015
97.500015,92.250015,79.500015
95.250015,92.250015,63.750015
97.500015,94.500015,72.500015
98.500015,98.000015,71.000015
96.750015,94.750015,72.750015
95.750015,94.500015,76.500015
96.750015,95.000015,78.500015
96.500015,91.500015,76.500015
96.750015,91.500015,79.500015
97.000015,92.250015,78.250015
97.250015,89.500015,73.750015
99.250015,96.250015,75.000015
97.250015,96.750015,76.250015
96.000015,94.250015,70.250015
96.250015,93.000015,58.500015
95.750015,92.000015,41.750004
94.250015,89.250015,21.5
94.500015,87.750015,26.0
95.250015,86.500015,32.25
94.500015,94.000015,53.00001
94.000015,95.750015,71.250015
93.750015,90.750015,76.750015
94.500015,93.500015,76.500015
97.000015,98.250015,79.250015
97.750015,97.250015,68.750015
97.250015,97.250015,74.250015
97.750015,95.750015,76.750015
97.250015,88.500015,74.750015
97.750015,89.000015,68.500015
94.500015,86.000015,67.000015
95.500015,87.500015,64.250015
99.250015,97.250015,55.75001
96.500015,97.250015,60.250015
96.500015,96.500015,65.500015
96.750015,97.750015,63.000015
96.250015,96.500015,86.250015
97.250015,97.000015,82.500015
98.250015,97.500015,82.250015
98.750015,97.000015,78.250015
97.000015,95.750015,76.750015
95.250015,95.000015,55.25001
91.250015,91.250015,54.500008
85.250015,78.750015,74.750015
83.500015,77.000015,71.250015
90.000015,81.250015,74.500015
89.500015,88.500015,57.250015
92.250015,91.250015,74.500015
100.000015,99.500015,81.500015
95.250015,93.250015,79.000015
95.500015,95.000015,71.750015
97.250015,97.500015,58.50001
96.500015,97.000015,45.250008
96.000015,95.250015,32.75
97.000015,96.250015,47.250004
98.000015,98.250015,34.75
96.500015,96.500015,41.250004
95.250015,96.000015,34.0
96.250015,98.250015,60.000015
96.750015,95.000015,27.25
94.000015,92.000015,25.0
90.500015,85.750015,49.000008
87.000015,80.000015,52.250008
87.000015,87.500015,33.25
88.750015,82.750015,58.000015
85.250015,79.750015,77.000015
84.000015,79.250015,53.250008
88.500015,89.250015,38.500004
95.750015,97.000015,34.75
96.500015,93.750015,21.0
96.750015,95.500015,15.5
98.000015,98.500015,22.5
97.500015,97.000015,49.500004
97.500015,96.750015,46.250008
95.500015,90.250015,30.5
92.500015,85.000015,16.25
95.000015,87.750015,8.0
89.000015,85.750015,8.25
90.000015,82.000015,6.25
97.750015,97.500015,15.75
97.500015,96.500015,23.5
99.000015,99.750015,14.25
94.500015,89.750015,15.0
95.250015,84.250015,15.5
92.000015,94.250015,15.25
88.500015,90.500015,25.5
91.500015,92.000015,32.0
89.750015,88.500015,17.5
94.750015,95.500015,12.5
93.500015,96.250015,26.75
86.500015,85.750015,24.0
86.250015,87.250015,11.75
78.500015,75.500015,22.0
81.000015,81.000015,7.0
75.000015,71.750015,10.25
81.250015,80.000015,13.25
82.250015,86.750015,16.75
82.500015,84.000015,17.75
83.500015,84.000015,36.0
81.000015,81.000015,43.250004
74.750015,73.000015,36.750004
78.250015,72.250015,70.000015
88.500015,89.500015,89.500015
97.000015,96.750015,50.500008
97.750015,98.500015,43.750004
95.750015,97.250015,23.000004
99.000015,99.000015,4.75
97.500015,97.000015,8.25
97.500015,97.750015,26.250004
99.250015,99.000015,27.500004
97.000015,98.750015,41.000008
94.500015,87.500015,22.000004
92.500015,79.250015,16.25
89.000015,89.500015,18.5
98.250015,98.500015,23.0
96.500015,98.000015,23.5
100.000015,99.750015,23.25
98.000015,98.750015,6.0
98.000015,97.000015,9.5
95.250015,87.750015,10.25
100.000015,97.500015,27.750004
97.250015,88.500015,19.25
93.000015,91.000015,15.75
89.500015,85.750015,17.25
87.000015,81.750015,22.5
88.250015,82.500015,16.75
89.000015,89.000015,20.5
84.750015,84.250015,23.5
87.000015,88.250015,31.5
85.250015,83.750015,39.5
95.500015,89.750015,43.750008
88.000015,86.000015,25.5
89.500015,79.000015,17.75
90.500015,85.000015,10.5
85.250015,81.750015,12.0
85.250015,80.250015,10.5
69.500015,59.250015,9.5
58.750008,48.750008,12.0
66.500015,60.500015,24.5
96.000015,92.500015,33.500004
87.500015,81.500015,31.0
69.500015,57.250015,41.750004
64.500015,47.000008,17.75
62.00001,50.250008,23.25
81.750015,72.250015,39.750004
70.250015,59.500015,12.75
70.250015,62.250015,24.0
69.000015,59.500015,21.25
86.000015,78.750015,39.500008
75.250015,64.250015,17.5
79.000015,69.250015,8.0
74.750015,73.500015,13.5
49.000008,44.500004,11.0
53.500008,44.000004,19.75
61.750015,59.750015,11.0
67.000015,64.000015,12.25
74.750015,73.500015,12.0
73.500015,69.750015,16.75
82.500015,83.500015,17.5
94.750015,93.250015,50.250008
99.750015,99.750015,51.50001
100.000015,99.250015,37.500004
98.000015,98.250015,58.00001
98.500015,98.250015,79.000015
99.500015,100.000015,95.000015
99.250015,92.750015,24.750004
89.250015,71.000015,22.5
58.750008,44.500004,13.75
59.500008,46.000008,5.5
55.500008,49.750008,7.5
48.250008,41.000004,6.5
44.250004,34.0,8.0
57.500008,56.50001,7.0
55.750008,53.50001,8.75
65.250015,64.750015,8.5
55.250008,53.00001,6.25
42.500008,37.000004,10.0
41.500008,34.5,8.75
43.750008,37.750004,13.0
40.250004,29.25,16.5
37.250008,29.0,17.5
36.000008,31.5,15.5
35.000004,30.5,13.5
36.500004,28.5,15.75
38.500004,33.25,28.75
53.500008,47.500008,36.75
58.250008,51.50001,34.500004
51.500008,41.500004,29.5
40.000008,36.75,24.0
41.750008,39.250004,34.75
40.750004,38.750004,26.0
35.750004,31.750004,39.500004
31.25,28.0,27.5
38.500008,34.25,21.5
44.250008,41.000004,15.0
55.750008,56.500008,17.0
84.250015,85.500015,9.75
58.00001,55.750008,12.0
37.750008,32.500004,21.25
33.500004,30.5,19.75
53.750008,46.000004,20.000004
38.500004,30.250004,17.75
29.000004,26.75,17.0
27.500004,23.0,15.25
30.000004,20.75,25.25
32.500004,30.25,39.500004
35.250004,34.75,36.0
31.500004,27.75,15.75
31.500004,26.25,3.75
37.250004,31.5,6.75
38.750008,33.500004,11.0
47.000008,43.500008,11.0
78.750015,79.750015,12.0
95.500015,85.500015,13.5
96.250015,91.750015,35.750004
82.250015,72.750015,34.0
57.000008,46.500004,20.5
37.250008,26.75,14.75
36.250004,29.75,9.0
30.5,26.5,16.25
38.750004,27.25,20.25
34.250004,29.25,19.75
37.000008,31.75,11.75
44.500008,41.750004,13.25
50.250008,47.000008,28.0
45.250008,40.750008,48.75001
47.250008,46.000008,59.750015
50.750008,51.750008,70.750015
50.250008,46.500008,41.750004
49.000008,46.500008,31.5
46.750008,44.750008,36.500004
60.25001,54.250008,33.500004
76.250015,64.250015,15.25
74.250015,62.750015,27.25
51.750008,47.750008,20.5
41.250008,37.750004,12.75
36.500008,30.25,8.75
35.250008,29.75,15.25
70.750015,68.500015,11.75
85.500015,83.000015,4.25
76.000015,68.750015,2.5
65.750015,61.750015,7.25
67.250015,64.750015,26.25
79.750015,76.250015,26.5
74.250015,70.500015,32.25
82.250015,71.000015,39.500008
91.250015,86.000015,65.500015
97.500015,93.500015,86.500015
98.750015,98.250015,77.000015
94.000015,92.000015,40.500004
91.500015,81.500015,41.250004
85.000015,73.750015,67.250015
95.000015,88.500015,77.750015
98.250015,92.000015,48.500008
98.250015,92.000015,65.000015
97.750015,88.250015,72.000015
96.000015,87.000015,52.50001
82.250015,77.750015,44.000008
73.000015,66.750015,41.750004
73.500015,64.500015,27.25
69.750015,58.250008,32.75
66.750015,56.250008,26.75
71.250015,64.250015,33.75
85.000015,78.500015,57.750015
90.250015,84.000015,63.500015
84.000015,72.500015,68.000015
96.500015,90.250015,63.750015
91.500015,88.000015,63.000015
95.500015,88.500015,59.000015
95.250015,82.750015,60.500015
98.000015,85.500015,60.000015
95.000015,85.250015,81.500015
86.500015,81.250015,72.500015
79.750015,75.500015,71.750015
82.500015,80.750015,67.500015
93.250015,90.750015,73.000015
97.500015,93.500015,86.250015
96.000015,92.500015,89.500015
97.250015,95.250015,86.000015
95.000015,92.750015,74.750015
95.000015,91.750015,60.500015
93.000015,87.750015,55.750015
91.250015,89.000015,47.50001
88.000015,85.000015,63.500015
92.250015,88.250015,74.500015
96.500015,88.750015,67.250015
95.000015,93.000015,65.000015
94.500015,89.250015,51.00001
95.500015,87.500015,75.000015
98.500015,94.250015,90.750015
98.500015,94.750015,65.000015
95.500015,92.250015,52.25001
96.000015,92.750015,55.500015
90.000015,88.750015,56.250015
85.500015,84.750015,75.000015
89.750015,88.000015,81.750015
94.750015,92.750015,84.000015
97.000015,90.500015,73.250015
94.000015,89.000015,64.500015
96.750015,92.750015,72.750015
97.250015,93.750015,83.250015
95.750015,92.000015,71.750015
94.750015,93.000015,60.000015
97.750015,96.250015,74.000015
97.500015,96.500015,75.000015
