train_id,text,C0027497:nausea,C0011991:diarrhea,C0015672:fatigue,C0042963:vomiting,C0003123:loss of appetite,C0018681:headache,C0015967:fever,C0206062:interstitial lung disease,C0023895:liver damage,C0012833:dizziness,C0030193:pain,C0002170:alopecia,C0004096:analgesic asthma syndrome,C0022658:renal impairment,C0020517:hypersensitivity,C0917801:insomnia,C0009806:constipation,C0005956:bone marrow dysfunction,C0000737:abdominal pain,C0010692:hemorrhagic cystitis,C0015230:rash,C0149745:stomatitis
1928.0,"Thanks for all your hard work this week, I've been so sleepy from the antibiotics I've been taking that it's been interfering with my work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.0,"<user_name> I also had to go to the emergency room for stomach pain and nausea when I took mesalazine. I've been taking Mya tablets for the rest of the day and I'm fine, take care!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.0,Is there an association between leukopenia and myelosuppression in patients taking azathioprine? - RIKEN() <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.0,<user_name> C seems to have mesalazine and azanine. I thought they were the same too. It's hard to think it's just a cold that got worse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.0,"I've been having constipation and abdominal pain since I took the antibiotics, and I think it's going to get better once I take the meds anyway, so I'm going to have to take them all~ <user_name>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1936.0,"<user_name> I know... I too was prescribed mesalazine tablets and biofermin for the treatment of ulcerative colitis, which didn't suit me, and I had lower bleeding from my esophagus! I know how painful it must be for you, but I hope you get better soon!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940.0,"Asacol (mesalazine) is named for ulcerative colitis by combining the abbreviation for 5-aminosalicylic acid (5-) and the first three letters of the English word for colon, ""col.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941.0,"Apparently minocycline is effective against neuropathic pain, however, it can cause side effects dizziness and insomnia. (A doctor writes this report in the)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942.0,"<user_name> Good morning. I get joint pain and nausea when I stop taking methotrexate, I wonder why...? I was wondering.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943.0,"<user_name> Nice to meet you. Please excuse my abruptness. I too was hospitalized 2 years ago for suspected atrial fibrillation. I am now taking a medicine called amiodarone () and lidocaine, but it didn't work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944.0,"<user_name> I had arm pain and mild fatigue after the first vaccination. No fever. I have aspirin asthma, which is why I can't take coronal...",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1945.0,"Fatty liver:1 Granulomatous inflammation with intense splenomegaly and neutrophilic infiltration occurs.2 Splenomegaly shows splenomegaly and monoclonal enlargement.3 Treatment:, chlorpromazine, cyclophosphamide, hemorrhagic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947.0,"<user_name> ""Cyclophosphamide"" is an immunosuppressant. It works to fight off the virus that causes leukemia, but side effects may include neuropathy. Expiration date: When combined with expired drugs, it is administered with caution.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948.0,"<user_name> Nice to meet you. We too have bladder cancer, just had it removed 6 years ago and have had 3 courses of 5 anti-cancer drugs. I have more energy than when I was on cisplatin! Now it's just a follow-up, but I hope the tumor doesn't get bigger...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949.0,"Went to the hospital yesterday because my acne wouldn't go away. They gave me a prescription for minocycline, and the redness is a little better, but the dizziness and nausea are so bad that I still have to take it <url>.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1950.0,"<user_name> Thank you, she is not getting better after taking antibiotics and I just went to the hospital this morning to see her. They said the cause is probably gingivitis and lymphoma in the cat's mouth, but they are going to keep an eye on it and come back!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951.0,"<user_name> In my case, was it the cisplatin or the bladder cancer? But I don't want to have any abnormalities in my ureters or bleeding!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952.0,"One week after administration of infliximab, there is no worsening of symptoms.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953.0,Is it possible that a C-negative patient may take immunosuppressive drugs such as infliximab or actemra for rheumatoid or collagen disease related conditions? <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954.0,Azathioprine side effect of steroidal cataracts. #Dermatomyositis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957.0,"<user_name> Good evening, I've been taking minocycline for a few days now and my headache and abdominal pain have stopped''<user_name> Good evening! I've been taking minocycline for about 5 years now, it works great but there are side effects and I'm talking to my doctor about stopping it.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1958.0,"<user_name> I had a runny nose the other day, too, and went to the hospital! They gave me an antibiotic and said it would make my stomach loose, so I gave it to him while I was there.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961.0,"I've heard that one of the side effects of mesalazine is diarrhea, but I'm not sure if I should change hospitals or not...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.0,Treatment of dry skin conditions (erythema migrans) with methotrexate followed by biologics is strongly recommended if inadequate response to methotrexate.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.0,"I quit taking Azathioprine and Prednisolone because my liver function numbers were too high and I was scared. They said I should give it another try, but the side effects, diarrhea and abdominal pain, are also painful, so I'd like to cut back...",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1965.0,"Mesalazine enteric-coated tablets 600 mg ""Asacol"" is a drug for the treatment of ulcerative colitis and Crohn's disease. Taking the drug restores the normal state of the body. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.0,"<user_name> I will refer you to the question about the C test. Are you on cyclophosphamide (anti-cancer drug)? I have cataracts as a side effect, but they say it does not cause glaucoma. Take care of yourself!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.0,"I've heard that azathioprine has side effects like leukopenia, liver dysfunction, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972.0,"<user_name> Methotrexate is an immunosuppressant. It is an anti-cancer drug, and if the side effects of nausea and fatigue are strong, you may want to use other drugs as well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974.0,<user_name> Thanks for your help. Was it sudden hearing loss... I wonder if you have to take steroids to cure it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975.0,<user_name> Thanks I got some antibiotics so hopefully I'll be better soon. Glad the fever was only a slight fever!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976.0,"<user_name> Metformin makes me sick to my stomach right after eating, so I'm prone to diarrhea - be careful if you forget to take it, it's bad for your stomach!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977.0,"If mesalazine (ulcerative colitis) generic does not work well, stop taking it orally. Inhibitors and painkillers can cause this problem. Symptoms are often not present, but if you have a mild case, please consult your doctor. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978.0,"<user_name> I also have side effects of cyclosporine, such as generalized muscle pain, joint pain, and edema. It has been 3 months since I was prescribed the medication and still no improvement. At this rate I hope it will go away...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1979.0,"<user_name> We're on mesalazine, and I'm having diarrhea and abdominal pain, as if the medicine didn't agree with me. I'm trying to control it with azanine now, but he throws up when he's hungry... Be careful not to eat too much food!",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1980.0,"<user_name> Good morning. I've been on cyclosporine for about 4 months now, and the hematuria has cleared up, but it hasn't recurred yet, but it seems to be okay so far!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981.0,"<user_name> Metformin is a very well-known drug for diabetes, but long-term use can cause gastrointestinal problems, dehydration, etc. As you say, it has significant side effects....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982.0,<user_name> The vaccine for corona is to prevent thrombosis? So maybe aspirin or something like that would help.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983.0,"Azathioprine (febuxostat) side effects were investigated. Hepatic impairment, renal dysfunction, thrombosis, and blood test results are reported to increase C and white blood cell levels. #prosthesis inhibitors<url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984.0,<user_name> Are you using colchicine and s together? I would like to get rid of my gout attack as soon as possible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985.0,"I wonder if there are side effects of colchicine, like diarrhea, I'll discuss it with my doctor next time.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986.0,<user_name> I'm having a stomach bug right now from the antibiotics. I have diarrhea too.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987.0,"<user_name> I'm also taking prednisone, and the cyclosporine is helping, and the headache and nausea are much better, but I'm not out of it yet. I'm wondering if I shouldn't take it until I finish my pain meds...",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988.0,"I have aspirin asthma and can only take Koronal, but I think acetaminophen is an over-the-counter drug that works but causes severe stomach discomfort...",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1989.0,"My pain is relieved for a week after the infliximab dose, how many more days do I have to keep taking it before it gets better?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991.0,<user_name> Yes! I'm afraid I'm allergic to contrast media.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992.0,<user_name> I am on rheumatoid injections and my doctor explained that the steroids are making me more susceptible to colds due to my lowered immune system. I don't even have a cough right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994.0,"Day 3 of methotrexate today, nausea, loss of appetite and headache are tough. I guess I'm not hungry because I slept until the wee hours of the morning #Sjogren'sSyndrome",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995.0,"Minocycline, an antibiotic, gives me crazy diarrhea. Is the stomach ache a side effect or...?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997.0,"(Ulcerative colitis and Crohn's disease), infliximab, prodrug",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998.0,"Egner's granulomatosis: C-C therapy (doxorubicin, bleomycin, vinblastine, dacarbazine) Non-Hodgkin's lymphoma: -C therapy (rituximab, cyclophosphamide)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999.0,"<user_name> I am on a combination of pre and cyclosporine and my white blood cell count is now normal. However, I'm a little concerned because I'm being treated for rheumatoid arthritis and taking steroids.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001.0,"<user_name> I take 3 colchicine pills a day. Maybe it's because I have a weak stomach. lol It seems I'm less likely to get the side effects of diarrhea and vomiting, but it's hard when I have a loose stomach or feel sick.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002.0,"<user_name> He said that one of the side effects of cisplatin is hair loss and that I might get a scalp rash when I take that drug. I was told that the anti-cancer drug is very strong and there seems to be a high risk, but I was told that the rash should not appear for about 3 days after taking the drug!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003.0,"<user_name> Mesalazine is a drug for ulcerative colitis, but there seems to be no evidence that other generics don't cause side effects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004.0,"<user_name> Thanks for your help, my son also had tonsillitis when he was about 3 years old and his fever went up, so I took some antibiotics and he got better all at once. Medicines are so effective!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,"<user_name> If there is a risk of arrhythmia with amiodarone, I don't think it makes sense to use amiodarone! I have seen EKG and ITER....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,"<user_name> Oh, that's tough I know that interstitial pneumonia can also occur with amiodarone....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,"Vaccinated, but waiting 30 minutes because I'm allergic to contrast media.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009.0,"<user_name> Good evening I am on infliximab, which also makes it easier to catch colds. (Confirmed with my doctor).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,Colchicine is suspected to be gastroenteritis because the diarrhea does not stop.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,"The contrast dye infusion was painful. c didn't feel any pain, but I felt kind of hot and uncomfortable...",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012.0,"<user_name> Are azathioprine and tacrolimus contraindicated? Also, allopurinol is banned for use in heart failure. I would be happy to administer it as soon as possible if liver dysfunction occurs or otherwise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,"<user_name> Cisplatin is an anti-cancer drug. I've been nauseous since the 5th cool, and I've had a loss of appetite, and when you're feeling stable, you should be careful not to overeat.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.0,"<user_name> Thank you very much. I have congenital heart disease (anti-tuberculosis drugs, etc.), so I had assumed in layman's terms that the high fever after the vaccination was an adverse reaction, but I have had a fever since yesterday morning.... I wonder what the correct answer is?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016.0,"<user_name>'s extracardiac complications 1. interstitial pneumonia caused by amiodarone 2. anti-arrhythmic drugs that just cause hyperthyroidism, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.0,"<user_name> Cyclosporine is contraindicated with 1C. Discontinuation may also be considered in the presence of renal impairment. Also, are you reducing prednisolone (50 mg/day) even if you have proteinuria with nephrosis?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,<user_name> I do have lactic acidosis with metformin.... But I have diarrhea quite often...do you get constipated while taking gastrointestinal meds?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,"Cyclosporine is used to reduce inflammation that occurs during or after administration or discontinuation of immunoglobulin for acute rejection. It is also more likely to cause gastrointestinal problems than other anticancer agents such as s or methotrexate, and should be monitored.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.0,"Metformin has been shown to improve b1c levels. According to this study, Medrol can reduce the risk of cholelithiasis, as it is estimated that the diabetes drug metformin can cause liver dysfunction. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.0,"<user_name> I also had a slight fever the first time, a side effect of the cisplatin? I think I gained weight because I didn't have much appetite due to the cisplatin, and I think it was because I reduced the amount of food I ate. Please take care of yourself!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.0,"I'm wondering what it's like for someone with ulcerative colitis taking mesalazine? That's my case, but I heard that the diarrhea stopped after I switched from Lialda to Pentasa, so maybe it's not Asacol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026.0,The C test was so painful! I thought it might be because I had hives all over my body from the contrast medium. ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2031.0,I went to hear the results of the C contrast scan and everything was fine! I'm glad.... I'm going to go back to the hospital every two months from the beginning of this month!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033.0,Mesalazine: it's the basis of drug therapy for Crohn's disease and ulcerative colitis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034.0,"Good morning, I've been sick since last night because of the cold temperatures and this morning I collapsed with abdominal pain. The painkillers are not working. If I take colchicine will the headache go away a little? <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035.0,"Day 3 on methotrexate, headache and a little abdominal pain since night, but I can eat breakfast now, so I'm going to work tomorrow...!!!! #rheumatoid arthritis",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2036.0,"<user_name> I'm the same way! I've heard that -1 is a side effect of cisplatin + nivolumab that causes insomnia, but what the heck....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040.0,I had a C-test today with contrast and it was so hot that my whole body turned red. The only other thing that happened was a muscle ache in the arm where they injected me!!! #suspected　MultipleSclerosis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2041.0,"Mesalazine enteric-coated tablets 1000 mg are now available. It is the basis of drug therapy for Crohn's disease and ulcerative colitis, used to treat ulcerative colitis and other diseases. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043.0,"Side effects of infliximab? Stomach and duodenal ulcers, liver dysfunction, loss of appetite. It's been about 3 hours since I took the drug and no change at all.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2044.0,"<user_name> Excuse me for being outside. I had a side effect of cyclophosphamide rituximab, which caused a rash all over my body and I had to take steroids. (for about a month)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2045.0,"[Pathophysiology and Pharmacotherapy] Side effects of antituberculosis drugs (optic neuropathy)1 Fever over 4°C,2 Convulsions at 50 mq/min and loss of eye movement,3 Hypoxia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047.0,"<user_name> I also became diabetic because I relied too much on steroids. The side effects of the drugs are many and hard to deal with, but I hope that one day I will be able to overcome them and stay healthy!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049.0,"Crohn's disease: Prevalent age: Young adults, positive for anti-alpha antibodies. Symptoms: erythema nodosum, shading of the lips and extremities as if they were puffy and shiny. Treatment: Infliximab, indomethacin (anti-α antibody",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050.0,"I got a lot of ""you have a cold"" at my second visit, for now I'm getting antibiotics and will see the doctor this weekend. #cervicalcancer #thoracicdrainage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051.0,"I'm allergic to mesalazine, I went to the hospital with my medication book and they wrote me a prescription... I think I'll take the one I got from the pharmacy. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052.0,"<user_name> So you are taking amiodarone internally. I also have a pulmonary embolism, but when I had a heart valve replacement, my heart rate was very high and I was hospitalized for 2 months after the surgery.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053.0,"I had to take 3 pills of cyclosporine a day, but now I'm much calmer at night. I'm a little nervous because my blood levels are low, but I'm sure I'll be fine at this rate #Dry Vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054.0,"Mesalazine Intolerance 5-aminosalicylic acid (5-) for Ulcerative Colitis, Gastrointestinal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056.0,<user_name> They say it is a side effect of cyclosporine and decreased liver function due to immunosuppression. Please be careful.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057.0,"of infliximab is often used to treat Crohn's disease and ulcerative colitis. In practice, biologics are sometimes used, but overuse can cause side effects such as interstitial pneumonia and may be contraindicated. For more information ⇒ <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060.0,"#New coronavirus Would cyclosporine (prednisolone) be beneficial if prophylactic administration could reduce risk factors for adverse effects? The ""Chronic Fatigue Syndrome and Dementia Treatment-Related Guidelines 2021"" states that ""Steroids and tacrolimus as immunosuppressive agents for -Co-2 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061.0,"Cyclophosphamide side effects including hemorrhagic cystitis, insomnia, and elevated blood sugar. #Dermatology Specialty Examination",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062.0,"I hear that mesalazine (ulcerative colitis and Crohn's disease) is not very effective and the medicine does not work well. #I am taking 3 pills every 2 weeks morning, noon and night until July 14.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063.0,"Patient is hospitalized for ulcerative colitis. He was on anti-alpha antibody medications and was on intravenous immunoglobulin products, the side effects of which were fatigue and pain were severe. Consulted the hospital and steroid pulse 1 course 2 weeks -> from Infliximab 40mg when discharged.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2065.0,Patients taking azathioprine and panimycin are said to be more susceptible to Covid-19 infection because the steroids may cause a rapid rise in blood glucose levels. Hypoglycemia in the acute phase after vaccination should be noted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066.0,"<user_name> I am allergic to colchicine and I also take steroids, but the only side effect is diarrhea, so I stopped taking them after consulting with my doctor.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2067.0,"Last month's tests showed a slight bacterial infection and I was prescribed antibiotics and anti-inflammatory drugs... By now, I suddenly started to have a fever (sweat) and my temperature is still around 38.0°C even though my body temperature is in the 37°C range. I'm going to relax at home today.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068.0,"I reduced my dose to 3mg methotrexate and I've been experiencing fatigue and nausea. I feel different in the mornings, will this help?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069.0,"E POST: Corticosteroids (Remicade) for rheumatoid arthritis, Crohn's disease, etc. In this paper, please select one drug that may be useful in the treatment of Covid-19, an autoimmune disease. #Registered Seller Examination",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070.0,"It has been reported that the side effect of azathioprine, skin damage due to leukopenia, can be addressed with the use of prostaglandins. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072.0,"<user_name> Thank you, my gout attack went away with 2 pills and I take colchicine every other day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073.0,"Arrhythmia drug Imigran for intravenous infusion (amiodarone) A disease that causes pulmonary fibrosis, hypoxemia, dyspnea, and other symptoms that damage blood vessels throughout the body. Often used concomitantly with antimicrobial agents.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074.0,"Today is methotrexate day. I took it in the morning. I still have a headache and nausea, but I can go to work! I'm relieved that I feel a little better after taking it after lunch - maybe I'll take it easy tomorrow? #rheumatoid arthritis",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075.0,"Side effects, hypoglycemia, loss of appetite, insomnia, diarrhea, vomiting, nausea (which puts a strain on the digestive system), hair loss, chest tightness, decreased immunity, bone marrow suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076.0,"<user_name> The side effects of the mesalazine are severe, increased appetite and insomnia. Please rest your mother.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2077.0,"<user_name> Cisplatin is also very nephrotoxic. Also, you have to watch out for drug rash, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078.0,"I took an antibiotic called minocycline, but the side effects are making me so dizzy that I can't sleep, wake up during the night, and if anything, I can't sleep well until morning. My head hurts.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2079.0,"He said if you take azathioprine, you're at risk for glaucoma...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081.0,"I'm dizzy and nauseous from the minocycline, should I call the hospital again?",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2082.0,"<user_name> I was on a combination of cyclosporine and immunosuppressants and so far no relapse. However, I heard that she is prone to osteoporosis while taking steroids. She is not a child who is prone to fractures, so I will have to continue taking them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084.0,"Today is my first visit in 2 weeks! My prednisone has been reduced by one pill (from 5 to 15 mg), my neoral has been reduced from 8 to 9, and I started taking mesalazine and pentasa. I thought it might be gastroenteritis because of the bloating in my stomach, but I mean' mesalazine is the basis of drug therapy for Crohn's disease and ulcerative colitis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085.0,"<user_name> Nice to meet you. We were on 3 courses of cisplatin, a cancer drug, and I still have a stomach ache. I continue to have diarrhea and loss of appetite. Did you have any gastrointestinal problems as a side effect? If you would like to help, please let me know.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2086.0,<user_name> I see. I guess there is postprandial hypoglycemia with metformin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088.0,Fried shrimp for lunch today! It was delicious #dry arthritis #infliximab <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089.0,"#Veterinary Thesis in 140 Characters What is the treatment for atopic dermatitis in cats? Cyclosporine is the first choice. Steroids are used to ameliorate neutropenia and lymphopenia, but weight loss is most effective over prednisolone. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090.0,<user_name> Hmmm... I'm afraid to take aspirin because it affects my asthma too.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091.0,"Side effects of azathioprine include mucous membrane disorders and Pseudomonas aeruginosa infection (). Careful management is required, including initiating acute treatment and administering immunosuppressive drugs if they develop during steroid administration or if the patient's general condition deteriorates. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092.0,The effect of minocycline on neuropathic pain is examined in vediatrics. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093.0,"I've had a cough and runny nose since yesterday and got antibiotics, but I'm hoping this will make it better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
