train_id,text,C0027497:悪心,C0011991:下痢,C0015672:倦怠感,C0042963:嘔吐,C0003123:食欲不振,C0018681:頭痛,C0015967:発熱,C0206062:間質性肺疾患,C0023895:肝障害,C0012833:浮動性めまい,C0030193:疼痛,C0002170:脱毛症,C0004096:鎮痛剤喘息症候群,C0022658:腎障害,C0020517:過敏症,C0917801:不眠症,C0009806:便秘,C0005956:骨髄機能不全,C0000737:腹痛,C0010692:出血性膀胱炎,C0015230:発疹,C0149745:口内炎
2917.0,コルヒチンはサイトカインストームを抑えるから、腹痛・下痢が頻発する時はメトトレキサートを増量した方がいいんじゃないかと勝手に思ってる。まあでも減量が怖いんだよなぁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919.0,昨日から咳が止まらず夜中2回トイレに駆け込むも、一向に収まらず。朝イチで受診→「軽い気管支炎」と言われ抗生剤と炎症止めを処方され飲んだら落ち着きました!お散歩にも出かける元気は出ております,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920.0,インフリキシマブ投与から3週間、今日は胃と十二指腸の激痛が半日ぶりに収まりつつある。今週もあと一週間を頑張るぞ! #潰瘍性大腸炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921.0,<user_name> そうなんですよねー。ただ、薬の副作用でみが出ちゃうと辛いからステロイドやめた方がいいですって言われてコルヒチンに切り替えました!下痢も止まれば良いですが,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922.0,<user_name> メトホルミン飲んでるから下痢しにくいと思うけど、便秘は怖いよね。お大事にね,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923.0,<user_name> 私はシスプラチンを投与した時に吐き気が強くでました副作用が酷くて眠れなくなった時がありました!お医者さんと相談してゆっくり休むしかないかと思います。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2924.0,<user_name> メサラジンは炎症を抑えるステロイドなので、腸の細菌をやっつけてしまうらしいです下痢が酷くなったら入院してます,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926.0,【まとめ】痛風発作の前兆時はコルヒチンとネオーラル併用して使う場合 #プレガバリン 投与期間(4〜6週)を15日以内に開始すると予後不良。副作用:急性発作後の痛み・倦怠感・発熱など。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927.0,<user_name> 私、メサラジンアレルギーなんですステロイド点滴したら少しマシにはなりましたが...副作用の高血糖と浮腫が気になります,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2928.0,<user_name> ステロイド剤の軟膏、かなり効果はあるみたいねアレルギーとかじゃないならいいんだけど...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929.0,<user_name> ううん、抗生剤で下痢するからなぁ。そしたら病院行くか...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930.0,ミノサイクリン効きにくい病気になってきた。副作用?で胃が痛くて食べてもお腹下すから吐き気止まらない,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2931.0,<user_name> 私、メサラジンのジェネリックです服用開始しました。副作用に下痢があるからって説明受けました,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932.0,<user_name> 抗結核薬の副作用に胃潰瘍もあるんですねお疲れ様です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934.0,<user_name> こんにちはメトトレキサートって薬の副作用で吐き気や下痢が出ますよね。飲み方も注意です!私はコロナワクチンが怖くて飲めない状態だったのですが、先生に相談して1回2錠を3日分飲む事になりました,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935.0,<user_name> 外から失礼致します。我が家のネコさんも5月からインフリキシマブ服用中で、薬の副作用で下痢嘔吐を繰り返していたら病院に相談した方が良いと言われました。お腹を壊す事は無いとの事でしたので良かったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937.0,潰瘍性大腸炎の治療・アスピリン、ペニシリンを1週間内服する。約50%に2回の割合で皮膚病変が出現する。治療薬としては、メサラジン、エンタイビオ、インフリキシマブなどが用いられる。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939.0,造影剤アレルギーなんだけど、ワクチンは打てません。#コロナワクチン副反応 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2941.0,<user_name> 私は痛風発作の時にコルヒチンを飲みました。ただ、副作用で吐き気とか胃の不快感等があったりと下痢が酷い時は飲めない薬とお医者さんから言われてます...,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942.0,感染症。ステロイドとシクロフォスファミドの併用により、重症筋無力症に対する効果が期待できる。 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943.0,今日からまたメトトレキサートを2錠(週1)にしてみます昨夜は胃腸がムカムカでずっと嘔吐していた。朝ごはん食べてから少し落ち着くけど、この時間だと食欲出ないし元気なくね?って感じだわ...,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944.0,抗生剤飲み終わり今日からまた胃痛出てきてる薬切れたし、お腹緩くなるのはやだよー,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945.0,抗生剤とミノサイクリンの副作用が酷くて、夜眠れませんこの前の受診でお腹を下すって言ってたし、私も昨日は便秘気味だったんだけど。そのせいなのかな...?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2947.0,インフリキシマブ投与後4日目。副作用は、食欲不振や吐き気のほか、お腹の膨満感(下痢)と味覚嗅覚障害もでてきますが、1クール目にしてかなり楽になりましたが、まだC検査はまだしていません...,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948.0,【薬剤師の方に質問です】抗結核薬の長期投与により、イソニアジドが合成阻害され、延長、腎障害などが起こることがある。薬剤を服用中はビオフェルミンやタクロリムスなどの添加物を摂取する必要がある。副作用に肝機能障害がある。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949.0,メトトレキサートの日朝昼夕と2回を1日飲みました。夜は、寝る前に5錠飲むんだけど、この前飲んだ時よりちょっとだけ痛みが軽くなった気がする#関節リウマチ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950.0,<user_name> 私はシスプラチンの点滴で嘔吐、吐き気止めを飲んでいた時に副作用が酷くなりましたその時は1回しか経験なくて辛かったですが今は少し楽に過ごせていると思います。お大事になさってくださいね!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955.0,<user_name> 私はバイアスピリンを服用しているので、出血は止まらないと医師から聞きました,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956.0,シクロスポリン(パピロックス)の副作用は多毛、歯肉増殖、神経症状といったところ。2阻害薬が効かなかったら他の治療法での治療も必要になるだろうと主治医から相談があった。#皮膚科専門医試験,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957.0,<user_name> シクロフォスファミドは免疫抑制剤の1つですよね、副作用に間質性肺炎がありますよ。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958.0,シスプラチンは腎臓の働きを阻害し、高血糖にさせます。また脱水・尿路障害にも注意です。副作用で腎機能が悪化すると生命予後も不良になることもあります。#薬学1問1答,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959.0,アザチオプリンはアロプリノールより吸収が弱い、血球貪食症候群を悪化する可能性がありますので注意が必要です (5/6)#まっとのまっとうなべんきょうきろく,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961.0,<user_name> ありがとうございます。心電図、血圧はどれくらいです?アミオダロンで頻脈になったことはないですが、甲状腺機能低下症とかも関係あるのかしらと素人ながら思います(笑),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962.0,今日は検査のために造影剤入れてC撮ったんだけど、結構痛い...。なんか変な感じがする,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2963.0,<user_name> シクロフォスファミドの副作用で血栓ができたり、脳梗塞になりやすかったりするよ!血管が切れると死ぬこともあるからね...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964.0,4/20(水)16:00抗結核薬治療の服薬が終わりました!副作用で吐き気や嘔吐がありましたが、今は体調がよくなってきてます。とりあえず明日から仕事復帰です...少しでも早く治ってほしいな <url>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965.0,<user_name> 私の場合は造影剤に反応してしまって呼吸困難、腎機能障害等の症状が出るので2回目はどうなるか不安ですが様子を見てから打ってくださいと教えていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2966.0,メトホルミンは、主に糖尿病の治療薬として使われています。この薬には、リウマチの治療に非常によく使用されていることがわかります。そして、新型コロナウイルス感染症(C-19)に対する免疫応答に関与する重要な薬剤の一つです。#アスピリン <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967.0,ミノサイクリンは、慢性炎症や神経障害を起こす可能性があるため、-Co-2感染に対しては慎重な治療を行うこと。 #獣医論文を140字で,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968.0,<user_name> アザチオプリン(イムラン)って副作用で白内障や網膜剥離が起こる可能性あるから怖いよね...。私も10年前ぐらいに全身ステロイド点滴入院したことあるんだけど、死ぬほど痛かったよ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2969.0,【ステロイド剤】アトピー性皮膚炎、湿疹、かぶれ等に <url> ベトネベートクリームは、ステロイド成分(ベタメタゾン)に、抗生物質成分(フラジオマイシン)が配合された外用薬。アトピー性皮膚炎、湿疹、かぶれ等の'<user_name> ステロイド剤塗ってる?うちは麻疹で皮膚科行ったけど治らんかったから病院変えた!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970.0,アザチオプリン(メルカプトプリン)の副作用 粘膜障害、肝障害、骨髄抑制等。投与開始から1週間以内に発症が報告されることが多い。併用禁忌:多発性硬化症・甲状腺炎・肺線維症・慢性麻疹・急性気管支炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971.0,<user_name> そうですね。バイアスピリンは血栓を溶かす効果があるので心筋梗塞の治療に使われると聞いたのですが、私の場合は血液サラサラになる薬なのでやめようかなーって思います,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972.0,「メサラジンはクローン病や潰瘍性大腸炎の薬物療法の基本だ」と言われた。これだけやってみても治るかどうか不明だったけど、2ヶ月くらいで効き始めたぞー!と褒められた,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973.0,アザチオプリンの副作用に白血球減少と消化管障害ってあるんだろ...。ステロイドもそうだけど免疫抑制剤だから長期投与は危険だと思うけどなぁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974.0,<user_name> こんにちは私もC検査の時に造影剤を飲む時、アレルギー反応で発熱した事があります。先生からは副反応が出にくいかもと言われていたのですが心配してくれた方々がいらっしゃって本当に安心しました!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2976.0,今の抗生剤が効いてきたのか、腫れも少し引いてきてる気がする。昨晩から喉と頭痛が強くなってきてたけど今日はだいぶ楽になりそうです! <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977.0,【薬剤師の方に質問です】薬剤性肝障害でリファンピシン()を服用している患者が発熱、下痢、嘔吐などの症状を訴えてきた場合、抗結核薬はどれか。1つ選べ。a.イソニアジドb.ナファモスタット\,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978.0,"何を根拠に治療を行うのか?,リツキシマブとシクロフォスファミドの間質性肺炎。肺胞蛋白の減少や循環血液量の減少等が原因。治療は抗血小板薬のみ。アスピリン、クロピドグレル",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980.0,造影剤の点滴して、C検査で血管から血が出るほどの発疹が全身に出たことがあります。先生もびっくりするぐらい「これは副作用ですね?」と驚かれましたが、今はもうすっかり治りそうです。 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2981.0,<user_name> 私もステロイド剤とメサラジンでアレルギー症状が改善されましたよ。今は寛解中です。主治医に相談して下さいね,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984.0,<user_name> コルヒチンは関節炎とかによく効くお薬。私の場合は、リウマチ性多発筋痛症の痛み止めとしてロキソニン(非ステロイド系抗炎症薬・イブプロフェン)が処方されましたよ!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987.0,<user_name> そうなんですね、私はメサラジンが合わなくて下痢と腹痛に悩まされてたのでお守り的にロキソニンを処方して貰ってました。今はプレドニゾロン2mg/日です。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2988.0,<user_name> 私もニキビの薬をミノサイクリン(抗生物質)で処方されますが、塗ると悪化するんですよね。私は飲み始めたら2日目には赤みとぶつぶつが出ましたよーお気をつけてくださいね!''ミノサイクリンって副作用にめまいとかあるんすか?#細胞C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989.0,に対するアスピリン・免疫グロブリン静注療法は、非ホジキンリンパ腫()患者に対して外科的切除や化学療法を行う際に実施されることが期待されています。また、Cによる肺転移が認められた場合などに投与されることもあります。 #ペ読<url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991.0,おはようございます昨日は少し寒かったですね暖かいお天気です#痛風発作 126日目#禁酒 55日間達成#節酒 8/14〜飲酒#フェブリク 103日目#コルヒチン 101日目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993.0,メサラジン不耐症の診断基準112 mg/d(約18年)<url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997.0,<user_name> こんばんはありがとうございます!コルヒチン飲んでいると胃痛はほぼ出ないです,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998.0,<user_name> アミオダロンは、心臓病を患う人の心房細動に効果的だと有名ですよ!私も心不全の薬が一種類増やしただけです(泣),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999.0,<user_name> お疲れ様です。私も今週3回目のコルヒチン投与で、2週間に一度嘔吐する症状が出ましたので、今回はどうなる事やら,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000.0,アザチオプリンは骨髄抑制をきたすため、免疫抑制剤の併用が基本となる。→副作用として白血球減少(C上昇)や肺線維症などの合併リスクあり。【臨床】分子標的薬の併用により増悪した患者には注意が必要。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002.0,<user_name> シスプラチンの副作用で腎機能低下してるんだねお水沢山飲んでゆっくりするしかないかなぁ。(笑),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003.0,おはようございます。今朝の血圧は313でした。今日も朝からお天気が良いのかな...夜シクロスポリン10mgです。ちょっと頭痛が酷い気がするので飲まないつもりだったけど、飲み忘れないようにしないとですね(笑),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004.0,昨日造影剤Cしてきました。結果から言って、副反応で高熱が出たりしないか不安な状態だったので大丈夫だろうとおもってたけど全然寝れずに夜中2時間しか眠れませんでした,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3006.0,インフリキシマブ(レミケード)が有効成分で、重症な感染症や潰瘍性大腸炎の治療に使われます。 #登録販売者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007.0,シクロスポリンの副作用が酷い。不眠、高血圧薬で抑えられる程度なら耐えられるのだが... <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3008.0,<user_name> ♂お大事になさって下さい。私の場合ですが、糖尿病でメトホルミン服用してた時は糖分補給の点滴もしたけど今は落ち着いてるみたいです,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009.0,<user_name> 私もCでシスプラチンを点滴してたら、腎障害が出て動けなくなりました。抗がん剤が合わなかったのかは分からないけど、吐き気を抑えるのに飲み薬と胃薬を使いましたが、効き目はあまりないそうです。,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3010.0,<user_name> 私もアトピー性皮膚炎で、ステロイド剤やプロトピック系の軟膏が効くと良いなぁとは思ってます。肌荒れはストレスとかもあるかもしれないしねお風呂上がりにしっかり保湿してあげてみてください!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011.0,<user_name> はじめまして。リプライ失礼致します私も先週から右足首の痛みが増して今日整形外科受診した所、リンパ腫では無い事が分かりました...今はメトトレキサート3錠とフォリアミン2錠を服薬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013.0,<user_name> 私もステロイド剤で顔パンパンに浮腫んでたの思い出す...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014.0,メトトレキサートを飲んだので吐き気と頭痛は無くなったけど、気持ち悪さが凄い...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016.0,<user_name> ありがとうございます。メトホルミンの副作用による食欲不振で食事が取れなくなってしまいましたが、今のところは食べれる量まで戻してきています。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017.0,【2型糖尿病】・メトホルミンは、5-10の病態に関与する重要な蛋白です。血糖値を正常範囲に引き上げる働きがあります。食後に服用するとビタミン12欠乏症を引き起こしたり、尿中へ結晶を析出したりします。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018.0,抗結核薬イソニアジド末梢神経障害''イソニアジド錠抗結核薬です。結核の治療薬として使用されます。副作用で肝障害などを起こすことがあり、使用中止後は服用をやめる前に止めることが望ましいとされます。 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019.0,<user_name> は、血栓症の既往があるのでその場合はアミオダロン(甲状腺薬)で治療します。ただ、副作用として肺高血圧が有名です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020.0,<user_name> はじめまして。私の母も先月、耳の聞こえが悪くなりました。抗がん剤はシスプラチンを服用してましたが、その副作用で難聴になったそうです。もしよろしければ教えて下さい。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021.0,インフリキシマブ投与1日目。熱は平熱に戻り、体感としては倦怠感と食欲低下のみ。C検査の結果が良ければ投薬なしの経過観察とのこと,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022.0,シクロスポリンを飲み始めて3ヶ月くらいになるけど、最近顔の浮腫が酷くなってきた今度こそ減薬したいのだけど...副作用も怖いから頑張りたい,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023.0,<user_name> 私もアミオダロンを服用してるから、副作用のトイレ回数は1日6〜7回までしか減りません。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024.0,今日は造影剤入れてC撮るんだけど、検査終わったらめまいするって聞いてたのでどうしようか悩んでいる。先生に連絡しとけばいいかなぁ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025.0,<user_name> はじめまして。シスプラチンを投与した時、嘔吐感がありました!食欲が無くなるかもと言われてましたが、それよりも吐き気が酷いのが心配なところです...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026.0,メトホルミンは2型糖尿病には禁忌な薬です。ただし、高血糖を起こす可能性のある患者や重度の心不全がある患者さんに投与すると、低血糖を起こしてしまうことがあります。( - ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027.0,<user_name> 私はメトトレキサート飲んでます副作用がでて2回ほどみと痛みに悩まされたのですが、今はもう治ってます!関節リウマチも痛くなってきてしまってる気がします。,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3028.0,病院に行ってきました。尿路感染で抗生剤を処方して貰いましたが、まだ治りません <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029.0,<user_name> ありがとうございます、メサラジンの量を増やして5日目ですが痛みも落ち着いてきました,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030.0,アザチオプリンとアロプリノールの副作用がとてもキツい。でも、プレドニンよりは楽なんだけどね#潰瘍性大腸炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031.0,シスプラチンの副作用で耳鳴りがするらしい... <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032.0,インフリキシマブ治療後8日目。今日の朝は眠気と悪寒がして、頭痛も治まったかな?と思ってたのですが、昼過ぎから少し体が熱いような気がしてきたのでやめた方が良いかも知れません... <url>,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033.0,アスピリンは胃腸に良くないってよく聞くけど、私今の頭痛には効かないんでしょうか?とりあえずロキソニン飲んだから明日も痛かったら服用だなぁ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034.0,<user_name> ありがとうございます喘息発作がでてから、ステロイド剤に頼ってきました。先生はアレルギーと仰っていたので気になって仕方なかったのですが、気管支炎になったら困るから吸入器使ってみようと思っています,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035.0,#獣医論文を140字で犬猫の-Co-2ウイルス感染症の治療にシクロスポリンを使用すると、動物性タンパク質が尿細管上皮から排泄されると報告されていた。しかし、その副作用は血液中のタンパクが失われて血清アルブミンが減少し、その結果腎臓における蛋白,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036.0,<user_name> 私はメサラジンで副作用が出てきたから、アサコールもダメになったよ!プレドニンは腸炎の時に飲んだ事あるけど今は飲んでない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037.0,メサラジン注腸を毎日2週間。Cの回数が1日に1.5〜1.2回になり、食欲も少し増してきてるけど調子はどうだろう?#潰瘍性大腸炎 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038.0,【造影剤】電解質異常や酸性水の漏出などを起こす可能性があるため、使用前には必ず確認を!・気管支喘息・重篤な腎障害・甲状腺機能亢進症#ファーマの今日のお薬 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039.0,<user_name> 心筋梗塞や心筋炎でアミオダロンを毎日3回処方されていて、そのおかげで頻脈も起きなくなったと聞いたことがありますあとはコロナ禍の不安感が大きかったですかね!?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040.0,インフリキシマブ投与後1週間で、胸の痛みが消える #C19 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041.0,<user_name> シスプラチンで吐き気、食欲不振の副作用があるんだねうちも2回なり入院してるから辛さがわかります。明日は病院に電話してみるよ〜!頑張って下さい!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042.0,コルヒチンの副作用に下痢と吐き気ってある?胃腸がやられそうなほど痛いから薬飲んだけど効くといいなー,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3043.0,<user_name>私も、先日シクロフォスファミドを服薬しました。副作用で全身の関節痛がひどいのですが、ステロイドや免疫抑制剤と併用して飲むことで一時的には良くなります。お役に立てれば幸いです,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3044.0,アザチオプリンの副作用に、緑内障と緑内障って書いてあって怖いよね...。#潰瘍性大腸炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045.0,昨日の昼過ぎから頭痛くて、ロキソニン飲んだらかなりマシになってきた。やっぱりアスピリン系は強烈で効きが悪い薬って偉大だね! <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046.0,(超音波)検査にて微小変化型ネフローゼ症候群と診断されました。5年前に発症し現在2週間間隔でシクロフォスファミドを内服して治療中ですが、経過は良好との事で入院もせず寛解維持できています。 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047.0,メトホルミンを常用すると下痢になるのもわかるんだけど、どうやって腸内細菌が死んだのか?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048.0,メトトレキサートは免疫抑制剤だから、風邪とかで処方されるんだけどリウマチの方の服用って大丈夫だったっけか? <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049.0,<user_name> アミオダロンで副作用に間質性肺炎と甲状腺ホルモン障害ありますね抗がん剤ではないので、そこは安心だけどリスクが上がるのよね...。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050.0,-1受容体作動薬で乳酸アシドーシスを発症するケースはまれにみるけれど、本研究では2型糖尿病のメトホルミンを含む複数の薬剤を同時に投与した場合と比較して、血糖管理の改善には効果的であった。 #ペ読<url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051.0,<user_name> ありがとう造影剤使っての検査なんやけど、体熱くなったら怖くなるよねぇ。でも少しくらいならいいなぁ(笑),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052.0,メトホルミンは、糖尿病の治療薬として有名ですが、2型糖尿病患者において肝臓からの糖生成を抑制する効果が知られています。メトホルミンによりithriti[2021.ep.16発行] #肺癌 <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053.0,潰瘍性大腸炎、インフリキシマブが有効な治療薬<url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054.0,おはようございます雨の予報です昨日より寒くなってきました。#痛風発作 131日目#禁酒 55日間達成#節酒 8/14〜飲酒#フェブリク 103日目#コルヒチン 101日目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
