train_id,text,C0027497:Übelkeit,C0011991:Diarrhöe,C0015672:Erschöpfung,C0042963:Erbrechen,C0003123:Anorexie,C0018681:Kopfschmerzen,C0015967:Fieber,C0206062:Interstitielle Lungenerkrankung,C0023895:Leberschädigung,C0012833:Drehschwindel,C0030193:Schmerz,C0002170:Alopezie,C0004096:Analgetisches Asthma-Syndrom,C0022658:Nierenerkrankung,C0020517:Hypersensibilität,C0917801:Insomnie,C0009806:Constipation,C0005956:Knochenmarkerkrankung,C0000737:Bauchschmerzen,C0010692:Hämorrhagische Zystitis,C0015230:Ausschlag,C0149745:Stomatitis
2823.0,"Ich habe mit der Einnahme von Minocyclin begonnen, weil ich starke Akne habe, aber ich habe ein bisschen Angst, weil ich gelesen habe, dass eine der Nebenwirkungen Schwindel ist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825.0,Morbus Crohn] Prävalenzalter: relativ milde Erkrankung in jüngeren Altersgruppen. Steroide und Infliximab sind bereits im Frühstadium wirksam. Sekundäres Risiko der Entwicklung von Mykoplasmen-Pneumonie und Hepatitis Typ 2 ist erhöht. Bei kombinierter Anwendung mit denselben Arzneimitteln sind die Antikörperspiegel im Blut aufgrund von Nebenwirkungen höher.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826.0,"<user_name> Mir wurde gesagt, dass das Amiodaron eine Schilddrüsenüberfunktion und Unterernährung verursachen kann... Ich glaube, ich habe ein Jahr auf meine nächsten Testergebnisse gewartet. Er ist fast vier Jahre alt, also halten wir die Ohren steif!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827.0,"<user_name> Bitte beachten Sie, dass Cisplatin und Krebsmedikamente Übelkeit und Bluthochdruck verursachen können - ich war letzte Woche im Krankenhaus und hatte Nebenwirkungen wie Schwindel usw.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2828.0,Der Wirkungsmechanismus von Azathioprin ist bekannt: Zellaktivierung und Myelosuppression. Es wurden Fälle von schwerwiegenden unerwünschten Ereignissen wie Glaukom und Osteoporose als Nebenwirkungen berichtet.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829.0,"<user_name> Entschuldigen Sie, dass ich mich von außen melde. Ich habe auch Colitis ulcerosa und habe nur Mesalazin und Lialda verschrieben bekommen, kann ich einen Corona-Impfstoff bekommen?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830.0,"<user_name> Ich habe auch Colitis ulcerosa, und ich bin allergisch gegen Mesalazin, also hängt es vom Krankenhaus ab... Könnten Sie mir das gleiche Medikament verschreiben? Ich würde mich freuen, wenn Sie es mir sagen könnten!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2831.0,"Nebenwirkung C- setzt Methylpenicillin frei. Dies macht es zu einem Makrolid gegen Krebs. Methotrexat, das bei akuter Herzinsuffizienz kontraindiziert ist, und Cyclophosphamid sind für Aspirin zugelassen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833.0,"Die (Ultraschall)C-Untersuchung zeigt neurologische Läsionen; eine Diagnose innerhalb von 3 Wochen ist obligatorisch. Mehr als 12 Monate nach Behandlungsbeginn soll die Zahl der Substanzen mit schlechten prognostischen Faktoren zunehmen. Andernfalls sollten Krebsmedikamente oder Cyclophosphamid in Betracht gezogen werden, um das Fortschreiten zu verlangsamen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834.0,"<user_name> Guten Morgen, mein Arzt hat mir gesagt, dass sich meine Haut rötlich-schwarz färben wird, wenn ich die Steroide nach den Allergiesymptomen absetze. Aber ich kann immer noch nicht meine Wache nach unten lassen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835.0,"<user_name> Mir wurde gesagt, dass Cyclosporin ein Medikament ist, das nicht gut für die Nierenfunktion ist, so dass seine Nebenwirkungen hohen Blutzucker verursachen könnten... Ich habe gehört, dass die Einnahme von Insulin eine Unterzuckerung verursachen kann!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837.0,"Egner-Granulomatose: C-C-positiv (leichte Immunglobulinkette), oft mit Proteinämie. Die Behandlung umfasst die Zerstörung mit Catarbingers-Kit (Anti-CC-Antikörper), die Induktion eines zellulären Lymphoms und die Hemmung der Krebszelldifferenzierung.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839.0,"Aspirin löst Blutgerinnsel auf' Ein Inhaltsstoff, der in fiebersenkenden Analgetika wie Ibuprofen, Kenacol und Cephalosporinen verwendet wird, hat in der chinesischen Kräutermedizin die einzigartige Wirkung, die ""Drainage"" weniger fleckig zu machen. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840.0,[Generischer Name] Cisplatin [Markenname] Briplatin [Klassifizierung des Medikaments] Antineoplastikum [Dosierung] 15 mg [Indikation] Magen-Darm-Krebs [Nebenwirkungen] Nierenschädigung [Pharmakologie] Synthesehemmung.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841.0,<user_name> Die Betäubung beim Zahnarzt war zu effektiv und es ist sehr schmerzhaft - ich habe Antibiotika genommen und die Schmerzen sind weg. Läuft Ihre Nase auch?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842.0,"<user_name> Colchicin wirkt, aber die Nebenwirkungen von Durchfall sind schmerzhaft",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844.0,"Die Ergebnisse meiner Blutuntersuchungen in diesem Monat zeigen, dass mein Rheuma wieder aufflammt. Das Methotrexat musste reduziert werden, und ohne Schmerzmittel fühle ich mich irgendwie schlapp... #Sjögren-Syndrom (systemischer Lupus erythematosus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845.0,Pathogenese.1 Splenomegalie.2 Sklerosierende Cholangitis.3 Vakuolenbildung durch Verdickung der Magenwand.4 Illain-arre-Syndrom.5 Kortikosteroide und Cyclophosphami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846.0,"Colitis ulcerosa, Morbus Crohn in Remission mit Infliximab, aber die C-Werte sind etwas hoch und ich nehme Immunsuppressiva, also muss ich vielleicht die Steroide reduzieren <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848.0,Können die Nebenwirkungen von Azathioprin Katarakte oder Glaukome verursachen? (Nikkei Medical)#ahoo news<url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849.0,"Ich frage mich, ob eine der Nebenwirkungen von Cyclophosphamid Schlaflosigkeit ist, denn ich bin mehrmals am Tag aufgewacht, deshalb kann ich nicht schlafen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850.0,Können die Nebenwirkungen von Metformin Verstopfung lindern...? ?s ist nicht gut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852.0,"Guten Morgen Ich fühlte mich gestern zum ersten Mal seit langer Zeit ein wenig verschwitzt, aber es war heiß ab etwa 2.30 Uhr. #Gichtanfall Tag 134 #Erreicht 55 Tage Nüchternheit #Sobriety 8/14 - Trinken #Febrik Tag 103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853.0,"<user_name> Hallo. Ich habe Übelkeit und Müdigkeit Symptome mit Cisplatin und Remicade hatte, aber ich begann das Gefühl besser und mehr Energie nach etwa dem dritten Kurs. Was sollte ich tun, wenn ich Nebenwirkungen habe?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854.0,"[Fragen für Apotheker] Die Nebenwirkungen von Tuberkulose-Medikamenten können zu Bluthochdruck führen. Außerdem kann die Kombination von Aspirin und Imipenem die Symptome verschlimmern, indem sie Schläfrigkeit, Benommenheit und Bewegung verursacht.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855.0,"Mesalazin-Spritzen, viermal täglich, morgens und nachmittags, helfen überhaupt nicht, aber seit ich sie heute nehme, habe ich das Gefühl, dass mein Stuhlgang schlechter wird ... Ich werde beim nächsten Mal mit dem Arzt sprechen. Der Durchfall hat sich ein wenig beruhigt. <url>",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2856.0,"Ich habe gestern mit der Einnahme von Antibiotika begonnen, aber ich habe immer noch Bauchschmerzen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857.0,"Seit ich Ciclosporin nehme, ist die Müdigkeit, die ich früher verspürte, wie eine Lüge verschwunden! Ich muss mir überhaupt keine Sorgen über Nebenwirkungen machen, im Gegenteil, mein Körper fühlt sich wohler als alles andere #NephrotischesSyndrom #Pemphigus Vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858.0,"<user_name> Cisplatin scheint als Nebenwirkung zu Haarausfall zu führen, aber fragen Sie Ihren Arzt!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859.0,"<user_name> Guten Abend, ich hatte mit Colchicin und zwei Loxonin-Tabletten Nebenwirkungen wie Durchfall und Erbrechen, aber mir wurde einmal gesagt, wenn die Medikamente nicht wirken, muss ich sie wieder nehmen!",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861.0,"<user_name> Haben sich Patienten mit Myokardinfarkt, die Amiodaron oder C erhalten, mit Corona infiziert? Wir empfehlen den sofortigen Transport ins Krankenhaus, da ein Blutgerinnsel zu Herzrhythmusstörungen führen kann.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862.0,"Gründe für die Empfehlung einer Langzeiteinnahme bei Diabetikern.1 Weil Metformin eine Laktatazidose verursacht.2 Weil Ödeme und eine erhöhte Blutgerinnung aufgrund eines Vitamin-12-Mangels auftreten können.3 Vorsicht ist geboten, da in seltenen Fällen Hirnblutungen auftreten können.4 Weil Metformin zur Behandlung von Diabetikern eingesetzt werden kann.5 Weil Metformin eine Laktatazidose verursachen kann.6 Weil Metformin zur Behandlung von Diabetikern mit Diabetes eingesetzt werden kann.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863.0,"Gibt es eine Nebenwirkung von Cyclophosphamid, die den Blutdruck senkt? Ich musste schon so oft pinkeln...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864.0,"Ich frage mich, ob das eine Nebenwirkung von Minocyclin ist, ich habe seit gestern starken Durchfall.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865.0,"<user_name> Nun... Ich war bei einem HNO-Arzt und habe auch einen Steroid-Inhalator bekommen, aber ich gehe dieses Jahr ins Krankenhaus, weil ich starken Heuschnupfen habe, also kann ich ihn auch fragen, wenn ich dort bin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866.0,"Ich denke, wir sollten etwas über die klinische Wirksamkeit von Prednisolon + Cyclophosphamid (Endoxan®) wissen. *Zitat: [Japan] <url>''Behandlung der C-bedingten Vaskulitis Kortikosteroide und Cyclophosphamid sind die Standardtherapie, plus Rituximab (Anti-C20-Antikörper) für die Behandlung des nicht-odgkinschen malignen Lymphoms (Granulomatose Polyarthritis (",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867.0,"<user_name> Danke, ich habe akute promyeloische Leukämie, die vor zwei Jahren begann. Ich nehme jetzt Cyclosporin und es geht mir besser, aber ich bin etwas besorgt, weil sie sagten, ich sei vielleicht noch nicht geheilt, aber ich werde es weiter versuchen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868.0,"Azathioprin verursacht als Nebenwirkungen eine Myelosuppression und Haarausfall. Es ist auch unklar, ob Probiotika signifikant wirksam sind, aber uns wurde gesagt, dass in vielen Fällen Immunmodulatoren verabreicht werden und die Werte sich wieder normalisieren. [Klinische Medizin] #Aahoo News <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869.0,"<user_name> Passen Sie auf sich auf. Es gibt Studien, die zeigen, dass die Lungentuberkulose kaum auf Antituberkulosemittel anspricht. Da jedoch noch keine klinisch wirksame Behandlung entwickelt wurde, müssen Sie sich auf Nebenwirkungen einstellen. (*Persönliche Meinung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870.0,"Gestern wurde ein Kontrastmittel-C-Test durchgeführt. Das Ergebnis war Bauchspeicheldrüsenkrebs! Ich bin erleichtert zu hören, dass er nicht operiert werden musste, aber vielleicht werde ich nächstes Wochenende Kontrastmittel verwenden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871.0,"<user_name> Danke. Ich fürchte, ich kann allergisch auf Mesalazin reagieren, also kein Alkohol oder Kaffee, während ich das Medikament nehme, und ich habe Appetitlosigkeit... Auf dem Höhepunkt meines Heuschnupfens dieses Jahr hatte ich Schnupfen und Zahnschmerzen!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2872.0,Metformin ist ein Medikament gegen Diabetes. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873.0,"o.1-1, unter 16 Jahren, chronische Arthritis unbekannter Ursache, schlaffes oder intermittierendes Fieber, lachsfarbener Hautausschlag, vergrößerte generalisierte Lymphknoten, Hepatosplenomegalie, Epikarditis, normal, C → ↑↑, Erythrozytensedimentation, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874.0,"[d Kontrastmittelbefund] - Schwellungen in Brust und Bauch (Herzinsuffizienz), geschwollene anteriore Halslymphknoten, 4 Monate nach Kraniotomie, endoskopische Nachuntersuchung des Präparats gemäß den Anweisungen des Radiologen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875.0,"<user_name> Danke, ich habe aufgehört, Metformin zu nehmen, weil ich Angst vor den Nebenwirkungen der Hypoglykämie habe, aber ich habe gehört, dass es hungrig macht, wenn man es nach einer Mahlzeit nimmt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877.0,"Gestern war ich morgens als Erstes im Krankenhaus. Ich habe die Ergebnisse meiner Bluttests abgeholt, und sie sagten, dass die Zahl meiner weißen Blutkörperchen über dem Grenzwert liegt und ich außerdem eine Lungenentzündung habe. Sie haben mir Steroide verschrieben. Ich bin besorgt, weil ich gehört habe, dass sie einen anfälliger für Corona machen können.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879.0,"Zu den schwerwiegenden Nebenwirkungen von Azathioprin (Mercaptopurin) können Schleimhauterkrankungen, Leberschäden und Knochenmarksuppression gehören. #Matto's ehrlicher Potenzierungsrekord",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880.0,"Nach Berichten, dass ein Steroidmedikament namens Dexamethason, ein Mittel gegen Hörsturz, schwere Fälle von neuen Coronavirus-Infektionen (C-19) verhindern kann... #Indien #Gefährliche Pilzinfektion Problem auffällig #corona erholenden Menschen <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881.0,"<user_name> Ich nehme Cisplatin gegen Übelkeit, aber das soll ich nur nehmen, weil ich als Nebenwirkung Gastroenteritis und so bekomme, und ich frage mich, ob Krebsmedikamente so gut wirken und ob ich Gefahr laufe, die Einnahme zu vergessen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882.0,"<user_name> Guten Abend und vielen Dank für Ihre Hilfe. Ich nehme seit 7 Jahren Prednison 1mg/Tag, aber Anfang des Monats hatte ich einen Rückfall und wurde für 3 Monate ins Krankenhaus eingeliefert. Seit meiner Entlassung nehme ich eine reduzierte Dosis von Cyclosporin 30 mg x 2 Tabletten.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883.0,"Gestern hatte ich morgens Bauchschmerzen, und ich dachte, mein Darm sei durch die Einnahme von zu viel Mesalazin aufgewühlt. Ich habe abends eine Tablette genommen und bin ins Bett gegangen, und es hat aufgehört. In zwei Wochen werde ich wieder zum Arzt gehen. Ich mag das nicht.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884.0,"Tag 3 mit Infliximab. Heute war ich sehr schläfrig und konnte nicht aufstehen, auch nach dem Mittagessen fühlte ich mich ein wenig krank, ich dachte, es würde schwer sein, am Morgen aufzustehen, ich wurde mitten in der Nacht mit Schmerzen geweckt, so wusste ich, dass ich die Medizin nehmen musste...",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2885.0,<user_name>Cyclophosphamid kann bei hämorrhagischer Zystitis eingesetzt werden. Ich habe aufgrund von Nebenwirkungen eine niedrige Anzahl weißer Blutkörperchen und nehme außerdem Immunsuppressiva ein.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886.0,Heute ist Methotrexat-Tag. Ich nehme eine Tablette nach dem Frühstück und um diese Zeit (Mitternacht) habe ich wahnsinnige Bauchschmerzen #rheumatoide Arthritis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2887.0,"Cyclophosphamid kann eine diabetische Ketoazidose des Typs 1 verursachen, da sein Wirkmechanismus unbekannt ist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888.0,Hallo!!! Ich habe auch Medikamente gegen Tuberkulose genommen. Ich werde mich um Erkältungen und andere Infektionen kümmern. Bitte pass auf dich und deinen Penis auf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889.0,"Heute Herzkatheteruntersuchung. Nach dem Kontrastmittel C und den Röntgenaufnahmen des Schlaganfalls haben sie einen Schlauch mit einer kleinen Nadel in das Blutgefäß eingeführt, und es sieht so aus, als ob der Schlauch durch dieses Loch kommt, und die Schmerzen werden schlimmer.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2890.0,"<user_name> Vor einem Monat wurde bei mir auch Colitis ulcerosa diagnostiziert und ich habe Medikamente eingenommen. Ich hatte eine Menge Nebenwirkungen von Mesalazin, ich hatte starke Bauch- und Magenschmerzen und ich hatte eine Menge Probleme damit, aber jetzt bin ich ruhig.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2893.0,"Die Mesalazin-Spritze wirkt, die Unterleibsschmerzen sind seit gestern fast weg! Auch die Rötungen und Schwellungen an meinem Po scheinen sich etwas zu bessern... <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894.0,"<user_name> Guten Abend, ich glaube, die Steroide haben mir nicht gut getan und ich war bei einer Dermatologin wegen eines Ödems im Gesicht, das sich von den Knöcheln abwärts auf meinen ganzen Körper ausgebreitet hat. Sie hat mir Antibiotika verschrieben und ich bin jetzt etwas ruhiger! Ich danke Ihnen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895.0,"Minocyclin (Tetracyclin) ist ein Antibiotikum, das zur Behandlung von atopischer Dermatitis und Krankheiten wie. #Akne #epidermale Geschwüre #Tiefe Venenthrombose <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896.0,"<user_name> Ah, ich hatte auch einen Schlaganfall im vorletzten Jahr, also nehme ich Biaaspirin und Kalonal...! Danke schön!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898.0,"Ist das eine Nebenwirkung des Colchicins? ( ・ε )Ich konnte gestern nicht schlafen, weil mir so schwindelig war und ich nicht schlafen konnte, und heute Morgen hatte ich wieder Kopfschmerzen und Übelkeit, was hart war. Ich denke, ich werde es vorerst auf drei Tabletten pro Tag reduzieren...",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2899.0,Langfristige orale Einnahme des Diabetes-Medikaments Metformin führt zu schwerer Nierenfunktionsstörung <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900.0,"<user_name> Als ich auch Cyclosporin nahm, sank mein Harnsäurespiegel und ich bekam Diabetes und Bluthochdruck... Aber ich nehme jetzt seit einem Monat kein Prednison mehr und bis jetzt keine Probleme!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901.0,"<user_name> Mir wurde gesagt, es sei eine Nebenwirkung von Mesalazin. Ich nahm es zweimal am Tag. Ich bin in meinem dritten Monat von Magenschmerzen und Fieber gehen auf und ab. Meine Medikamente sind Steroide und Immunsuppressiva.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2902.0,"Gibt es irgendwelche Nebenwirkungen (Übelkeit, Müdigkeit) von Cisplatin? Ich fühle mich heute Morgen etwas leichter, nachdem ich eine Schlaftablette genommen habe und ins Bett gegangen bin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903.0,"2021.11.23#Rufen Sie Ihren Dermatologen an - Wenn der Ausschlag aufgrund einer Nebenwirkung von Minocyclin juckt, kann die Einnahme eines anderen Antibiotikums oder eines Steroids zur Verringerung der Entzündung die Symptome verbessern.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905.0,"<user_name> Ja, die Nebenwirkungen der Anti-Tuberkulose-Medikamente waren hart... Ich danke Ihnen für Ihre Zeit. Bei mir wurde im März dieses Jahres ebenfalls akute myeloische Leukämie diagnostiziert, und ich bin seit über 18 Monaten in Behandlung, ich hatte zwei Ausbrüche, aber bisher geht es mir gut!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907.0,"<user_name> Ich nehme derzeit Methotrexat und Lomustin zur Behandlung meines Rheumas. Ich habe gehört, dass die Einnahme von Methotrexat und Lomustin die Schmerzen verschlimmern kann, aber darüber mache ich mir keine Sorgen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908.0,"Am Methotrexat-Tag waren die Nebenwirkungen Übelkeit und Durchfall so schlimm, dass ich, wenn ich nicht gefrühstückt habe, nicht einmal zu Abend essen konnte... #rheumatoide Arthritis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912.0,"Anti-Alpha-Medikamente: gegen Schlafstörungen, Schlaflosigkeit, Fieber, Stress, Unterdrückung der Immunreaktion und rheumatoide Arthritis Remicade/Pasetocin/Cimetidin/Tramadol/c/ikipedia/cisplatin/probenecid/infli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913.0,"30. Dezember 2021 Das Ergebnis einer Routineuntersuchung am 8. Januar dieses Jahres war eine Harnwegsinfektion. Es sieht so aus, als ob er ins Krankenhaus muss und ein Antibiotikum namens Minocyclin erhält. Ich werde nächste Woche wieder ins Krankenhaus gehen, wenn ich mich etwas besser fühle. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914.0,"<user_name> Ich hatte ziemlich starke Nierenschäden, als ich Cisplatin bekam, aber ich habe nie irgendwelche Krebsmedikamente genommen. Bitte seien Sie vorsichtig.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916.0,"Mesalazin magensaftresistente Tabletten 300 mg """" 2021.5.30 Wird zur Behandlung von Colitis ulcerosa eingesetzt. Vier Wochen nach Beginn der Einnahme sollen die Entzündung und die Schmerzen im Dünndarm abgeklungen sein. Die Symptome bessern sich innerhalb von 3 Tagen nach Absetzen des Arzneimittels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917.0,"Colchicin unterdrückt Zytokinstürme, daher denke ich, dass ich die Dosis von Methotrexat erhöhen sollte, wenn ich häufig Bauchschmerzen und Durchfall habe. Aber ich habe Angst, die Dosis zu reduzieren.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919.0,"Seit gestern habe ich einen Husten, der nicht aufhört, und bin in der Nacht zweimal zur Toilette gelaufen, aber es hat überhaupt nicht aufgehört. Er ging gleich am Morgen zum Arzt, der ihm eine ""leichte Bronchitis"" bescheinigte und ihm Antibiotika und entzündungshemmende Medikamente verschrieb, die er auch einnahm, und der Husten beruhigte sich! Es geht ihr jetzt gut genug, um spazieren zu gehen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920.0,Drei Wochen nach der Behandlung mit Infliximab lassen die starken Schmerzen im Magen und Zwölffingerdarm heute nach einem halben Tag nach. Nur noch eine Woche!!! #UlcerativeColitis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921.0,"<user_name> Das ist richtig! Aber mir wurde gesagt, dass es besser ist, die Steroide abzusetzen, weil es schmerzhaft ist, Durchfall zu bekommen, wenn es eine Nebenwirkung der Medikamente ist, also bin ich auf Colchicin umgestiegen! Ich hoffe, der Durchfall hört auch auf.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922.0,"<user_name> Ich nehme Metformin, also denke ich, dass ich weniger wahrscheinlich Durchfall haben werde, aber Verstopfung ist beängstigend. Passen Sie auf sich auf.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923.0,"<user_name> Als ich Cisplatin bekam, hatte ich eine Menge Übelkeit, die Nebenwirkungen waren so schlimm, dass ich zeitweise nicht schlafen konnte! Ich denke, Sie müssen mit Ihrem Arzt sprechen und sich schonen und ausruhen.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2924.0,"<user_name> Mesalazin ist ein Steroid, das Entzündungen hemmt. Sie sagen, es tötet die Bakterien im Darm ab, und wenn der Durchfall schlimmer wird, bin ich im Krankenhaus.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926.0,"[Zusammenfassung: Bei Anwendung in Kombination mit Colchicin und Neoral zu Beginn eines Gichtanfalls #Pregabalin Schlechte Prognose, wenn die Dosierung (4-6 Wochen) innerhalb von 15 Tagen begonnen wird. Nebenwirkungen: Schmerzen, Müdigkeit und Fieber nach einem akuten Anfall.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927.0,"<user_name> Ich bin allergisch gegen Mesalazin, und ich hatte einen Steroid-Tropf, der ein bisschen geholfen hat, aber... Ich bin besorgt über die Nebenwirkungen, hoher Blutzucker und Ödeme.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
