train_id,text,C0027497:nausées,C0011991:diarrhée,C0015672:fatigue,C0042963:vomissements,C0003123:anorexie,C0018681:maux de tête,C0015967:fièvre,C0206062:maladie pulmonaire interstitielle,C0023895:problèmes de foie,C0012833:vertiges flottants,C0030193:douleur,C0002170:alopécie,C0004096:syndrome d'asthme analgésique,C0022658:insuffisance rénale,C0020517:hypersensibilité,C0917801:insomnie,C0009806:constipation,C0005956:dysfonctionnement de la moelle osseuse,C0000737:douleur abdominale,C0010692:cystite hémorragique,C0015230:exanthème,C0149745:stomatite
2835.0,"<user_name> On m'a dit que la cyclosporine est un médicament qui n'est pas bon pour la fonction rénale, donc ses effets secondaires pourraient causer de l'hyperglycémie.... J'ai entendu dire que la prise d'insuline peut causer de l'hypoglycémie !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837.0,"Granulomatose d'Egner : C-C positif (chaîne légère d'immunoglobuline), souvent avec protéinémie. Le traitement comprend la destruction par le kit catarbingers (anticorps anti-CC), l'induction d'un lymphome cellulaire et l'inhibition de la différenciation des cellules cancéreuses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839.0,"L'aspirine dissout les caillots sanguins' Ingrédient utilisé dans les analgésiques antipyrétiques tels que l'ibuprofène, le kénacol et les céphalosporines, elle possède l'efficacité unique de la phytothérapie chinoise pour rendre le 'drainage' moins tacheté. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840.0,[Nom générique] Cisplatine [Nom commercial] Briplatine [Classification du médicament] Anti-néoplasique [Dosage] 15 mg [Indication] Cancer gastro-intestinal [Effets secondaires] Insuffisance rénale [Pharmacologie] Inhibition de la synthèse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841.0,"<user_name> L'anesthésie chez le dentiste a trop bien fonctionné et c'est très douloureux - j'ai pris des antibiotiques et la douleur a disparu. Par ailleurs, votre nez coule-t-il ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842.0,"<user_name> La colchicine fonctionne, mais les effets secondaires de la diarrhée sont douloureux.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844.0,"Les résultats de mes analyses de sang de ce mois-ci montrent que mes rhumatismes se sont aggravés. Le méthotrexate a dû être réduit, et je me sens un peu déprimé si je ne prends pas d'analgésiques... #Syndrome de Sjögren (lupus érythémateux systémique)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845.0,Pathogenèse.1 Splénomégalie.2 Cholangite sclérosante.3 Formation de vacuoles due à l'épaississement de la paroi gastrique.4 Syndrome d'Illain-arre.5 Corticostéroïdes et cyclophosphami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846.0,"Colite ulcéreuse, maladie de Crohn en rémission avec l'infliximab, mais les taux de C sont un peu élevés et je suis sous immunosuppresseurs, donc je vais peut-être devoir réduire les stéroïdes <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848.0,Les effets secondaires de l'azathioprine peuvent-ils provoquer des cataractes ou un glaucome ? (Nikkei Medical)#ahoo news<url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849.0,"Je me demande si l'un des effets secondaires de la cyclophosphamide n'est pas l'insomnie, car je me réveille plusieurs fois par jour, c'est pourquoi je n'arrive pas à dormir.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850.0,Les effets secondaires de la metformine peuvent-ils soulager la constipation... ? ne sont pas bons.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852.0,"Bonjour, je me suis sentie un peu en sueur hier pour la première fois depuis longtemps, mais il faisait chaud à partir de 2h30 du matin environ. #Crise de goutte Jour 134 #Accompli 55 jours de sobriété #Sobriété 8/14 - Boire #Febrik Jour 103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853.0,"<user_name> Bonjour. J'ai eu des symptômes de nausée et de fatigue avec le Cisplatine et Remicade, mais j'ai commencé à me sentir mieux et plus énergique après environ le troisième traitement. Que dois-je faire si j'ai des effets secondaires ?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854.0,"[Les effets secondaires des médicaments antituberculeux peuvent entraîner une hypertension artérielle. En outre, l'association de l'aspirine et de l'imipénem peut aggraver les symptômes, en provoquant de la somnolence, des étourdissements et des mouvements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855.0,"Les injections de mésalazine, quatre fois par jour, matin et après-midi, ne fonctionnent pas du tout, mais lorsque j'ai commencé à les prendre aujourd'hui, mes selles semblent s'aggraver... J'en parlerai au médecin la prochaine fois, la diarrhée a un peu diminué. <url>",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2856.0,"J'ai commencé à prendre des antibiotiques hier, mais j'ai toujours mal au ventre.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857.0,"Depuis que j'ai commencé à prendre de la Ciclosporine, la fatigue que je ressentais a disparu comme un mensonge ! Je n'ai pas du tout à m'inquiéter des effets secondaires, en fait, mon corps est plus à l'aise qu'autre chose #NephroticSyndrome #Pemphigus Vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858.0,"<user_name> Le cisplatine semble avoir un effet secondaire de perte de cheveux, mais demandez à votre médecin !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859.0,"<user_name> Bonsoir J'ai eu des effets secondaires de diarrhée et de vomissement avec la colchicine et deux comprimés de loxonine, mais on m'a dit un jour que si les médicaments ne fonctionnaient pas, il fallait les reprendre !",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861.0,<user_name> Des patients souffrant d'infarctus du myocarde et recevant de l'amiodarone ou du C ont-ils été infectés par le corona ? Nous recommandons un transport immédiat à l'hôpital car un caillot de sang peut entraîner des arythmies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862.0,Raisons pour recommander l'administration à long terme aux diabétiques.1 Parce que la metformine provoque une acidose lactique.2 Parce que des œdèmes et une augmentation de la coagulation sanguine peuvent survenir en raison d'une carence en vitamine 12.3 Il faut faire preuve de prudence car une hémorragie cérébrale peut survenir dans de rares cas.4 Parce que la metformine peut être utilisée pour traiter des patients diabétiques5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863.0,Y a-t-il un effet secondaire de la cyclophosphamide qui fait baisser la tension artérielle ? J'ai eu envie de faire pipi tellement de fois...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864.0,"Je me demande si c'est un effet secondaire de la minocycline, j'ai une forte diarrhée depuis hier.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865.0,"<user_name> Eh bien... Je suis allé chez un ORL et j'ai eu un inhalateur de stéroïdes aussi, mais je vais à l'hôpital cette année parce que j'ai un mauvais rhume des foins, alors je pourrais aussi bien lui demander pendant que j'y suis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866.0,"Je pense que nous devrions connaître l'efficacité clinique de la prednisolone + cyclophosphamide (Endoxan®). *Citation : [Japon] <url>''Traitement de la vascularite liée au C : les corticostéroïdes et le cyclophosphamide sont la norme de soins, plus le rituximab (anticorps anti-C20) pour le traitement du lymphome malin non-odgkinien (granulomatose polyarthrite (",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867.0,"<user_name> Merci, j'ai une leucémie aiguë promyéloïde qui a commencé il y a deux ans. Je suis sous cyclosporine maintenant et je m'installe, mais je suis un peu inquiet car ils ont dit que je ne suis peut-être pas encore guéri, mais je vais continuer à essayer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868.0,"L'azathioprine provoque des effets secondaires de myélosuppression et de perte de cheveux. On ne sait pas non plus si les probiotiques sont significativement efficaces, mais on nous a dit que dans de nombreux cas, on donne des immunomodulateurs et les chiffres reviennent à la normale. [Médecine clinique] #Aahoo News <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869.0,"<user_name> Prenez soin de vous. Certaines études montrent que la tuberculose pulmonaire a peu d'effet sur les médicaments antituberculeux. Cependant, comme aucun traitement cliniquement efficace n'a été mis au point, vous devez être conscient des effets secondaires. (*Opinion personnelle)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870.0,"Hier, il y a eu un test de contraste C. Le résultat était un cancer du pancréas. Le résultat était un cancer du pancréas ! Je suis soulagée d'apprendre qu'il n'a pas été opéré, mais j'essaierai peut-être d'utiliser le contraste le week-end prochain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871.0,"<user_name> Merci. J'ai peur de faire des réactions allergiques à la mésalazine, donc pas d'alcool ni de café pendant que je prends le médicament, et j'ai une perte d'appétit.... Au plus fort de mon rhume des foins cette année, j'ai eu une rhinite et un mal de dents !",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2872.0,La metformine est un médicament contre le diabète. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873.0,"o.1-1, moins de 16 ans, arthrite chronique de cause inconnue, fièvre flasque ou intermittente, éruption cutanée rose saumon, ganglions lymphatiques généralisés distendus, hépatosplénomégalie, épicardite, normale, C → ↑↑, sédimentation érythrocytaire, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874.0,"[d Résultats de contraste] - Éruption gonflante dans la poitrine et l'abdomen (insuffisance cardiaque congestive), ganglions lymphatiques cervicaux antérieurs gonflés, 4 mois après la craniotomie, recontrôle endoscopique de la pièce, selon les instructions du radiologue.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875.0,"<user_name> J'ai arrêté de prendre de la metformine parce que j'ai peur des effets secondaires de l'hypoglycémie, mais j'ai entendu dire qu'elle donnait faim si on la prenait après un repas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877.0,"Hier, à la première heure, j'étais à l'hôpital. Je suis allée chercher les résultats de mes analyses de sang et ils ont dit que mon taux de globules blancs était au-dessus du seuil et que j'avais aussi une pneumonie. Ils m'ont prescrit des stéroïdes. Je suis inquiet parce que j'ai entendu dire qu'ils pouvaient rendre plus vulnérable à la corona.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879.0,"Les effets secondaires graves de l'azathioprine (mercaptopurine) peuvent inclure des troubles des muqueuses, des lésions hépatiques et une suppression de la moelle osseuse. #Le record de potentialisation honnête de Matto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880.0,"Suite à des rapports indiquant qu'un médicament stéroïde appelé dexaméthasone, un traitement pour la perte soudaine d'audition, pourrait prévenir les cas graves de nouvelle infection à coronavirus (C-19)... #Inde #Dangereux problème d'infection fongique frappant les personnes en convalescence de #corona <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881.0,"<user_name> Je suis sous cisplatine pour l'anti-nausée, mais je ne suis censée prendre que cela parce que j'ai des gastro-entérites et d'autres effets secondaires, et je me demande si les médicaments contre le cancer fonctionnent aussi bien, et si je risque d'oublier de les prendre.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882.0,"<user_name> Bonsoir et merci pour votre aide J'ai été sous prednisone 1mg/jour pendant 7 ans, mais j'ai eu une rechute au début du mois et j'ai été hospitalisé pendant 3 mois. Je suis sous une dose réduite de cyclosporine 30mg x 2 comprimés depuis ma sortie d'hôpital.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883.0,"Hier, j'ai eu mal à l'estomac le matin, et j'ai pensé que mes intestins étaient agités parce que j'avais pris trop de mésalazine. J'en ai pris un le soir en allant me coucher et ça s'est arrêté. Je vais revoir le médecin dans deux semaines. Je n'aime pas ça.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884.0,"Troisième jour sous infliximab. Aujourd'hui, j'étais très somnolente et je ne pouvais pas me lever, même après le déjeuner, je me sentais un peu malade ; je pensais que ce serait difficile de me lever le matin ; j'ai été réveillée au milieu de la nuit par des douleurs, alors j'ai su que je devais prendre le médicament...",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2885.0,"<user_name>Le cyclophosphamide peut être utilisé pour la cystite hémorragique. J'ai un faible taux de globules blancs en raison des effets secondaires, et je suis également sous immunosuppresseurs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886.0,"Aujourd'hui, c'est le jour du méthotrexate. Je prends un comprimé après le petit-déjeuner et à cette heure (minuit), j'ai un mal de ventre fou #polyarthritehumatoïde.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2887.0,Le cyclophosphamide peut provoquer une acidocétose diabétique de type 1 car son mécanisme d'action est inconnu.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888.0,Bonjour !!! J'ai pris des médicaments anti-tuberculeux aussi. Je m'occupe des rhumes et autres infections. Prenez soin de vous et de votre pénis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889.0,"Cathétérisme cardiaque aujourd'hui. Après le contraste C et les radiographies de l'AVC, ils ont mis un tube dans le vaisseau sanguin avec une petite aiguille, et il semble que le tube passe par ce trou, et la douleur s'aggrave.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2890.0,"<user_name> J'ai également été diagnostiquée avec une colite ulcéreuse il y a un mois et j'ai pris des médicaments. J'ai eu beaucoup d'effets secondaires à cause de la mésalazine, j'ai eu de graves douleurs abdominales et gastriques et j'ai eu beaucoup de mal à les supporter, mais je suis calme maintenant.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2893.0,"L'injection de mésalazine fonctionne, les douleurs abdominales ont presque disparu depuis hier ! Les rougeurs et les gonflements de mes fesses semblent aussi s'améliorer un peu.... <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894.0,"<user_name> Bonsoir, je pense que les stéroïdes ne m'ont pas convenu et j'ai consulté une dermatologue pour un œdème sur le visage qui s'est étendu à tout le corps, des chevilles jusqu'en bas. Elle m'a prescrit des antibiotiques et je suis un peu plus calme maintenant ! Je vous remercie.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895.0,"La minocycline (tétracycline) est un antibiotique, utilisé pour traiter la dermatite atopique et des maladies telles que. #acné #ulcères épidermiques #thrombose veineuse profonde <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896.0,"<user_name> Ah, j'ai aussi fait un AVC l'année dernière, donc je prends de la biaaspirine et du Kalonal... ! Merci !!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898.0,"Est-ce un effet secondaire de la colchicine ? ( ・ε )Je n'ai pas pu dormir hier parce que j'avais des vertiges et que je n'arrivais pas à dormir, et ce matin j'ai eu un autre mal de tête et des nausées, ce qui était dur. Je pense que je vais réduire à trois comprimés par jour pour le moment...",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2899.0,"L'utilisation orale à long terme de la metformine, un médicament contre le diabète, entraîne un dysfonctionnement rénal grave <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900.0,"<user_name> Quand j'étais sous ciclosporine aussi, mon taux d'acide urique a chuté et j'ai eu du diabète et de l'hypertension.... Mais j'ai arrêté la prednisone depuis un mois maintenant et jusqu'à présent, pas de problèmes !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901.0,<user_name> On m'a dit que c'était un effet secondaire de la mésalazine. Je la prenais deux fois par jour. Je suis dans mon troisième mois de maux d'estomac et de fièvre qui monte et descend. Mes médicaments sont des stéroïdes et des immunosuppresseurs.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2902.0,"Le cisplatine a-t-il des effets secondaires (nausées, fatigue) ? Je me sens un peu plus léger ce matin après avoir pris un somnifère et m'être couché.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903.0,"2021.11.23#Appellez votre dermatologue - Si les démangeaisons sont dues à un effet secondaire de la minocycline, la prise d'un autre antibiotique ou d'un stéroïde pour réduire l'inflammation peut améliorer les symptômes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905.0,"<user_name> Oui, les effets secondaires des médicaments anti-tuberculeux étaient difficiles... Merci pour votre temps. On m'a également diagnostiqué une leucémie myéloïde aiguë en mars de cette année et je suis en traitement depuis plus de 18 mois, j'ai eu deux épidémies mais jusqu'à présent je m'en sors bien !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907.0,"<user_name> Je prends actuellement du méthotrexate et de la lomustine pour traiter mes rhumatismes. J'ai entendu dire que leur prise pouvait aggraver la douleur, mais cela ne m'inquiète pas tant que ça.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908.0,"Le jour du méthotrexate, les effets secondaires étaient des nausées et des diarrhées si graves que si je ne prenais pas de petit-déjeuner, je ne pouvais même pas dîner... #rheumatoid arthritis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912.0,Anti-alpha : utilisés pour le sommeil/insomnie/fièvre/stress/suppression de la réponse immunitaire/arthrite rhumatoïde Remicade/pasétocine/cimetidine/tramadol/c/ikipedia/cisplatine/probenecid/infli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913.0,30 décembre 2021 Le résultat d'un examen de routine effectué le 8 janvier de cette année est une infection urinaire. Il semble qu'il sera hospitalisé et recevra un antibiotique appelé minocycline. Je retournerai à l'hôpital la semaine prochaine quand je me sentirai un peu mieux. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914.0,"<user_name> J'ai eu des lésions rénales assez importantes lorsque j'étais sous cisplatine, mais je n'ai jamais pris de médicaments anticancéreux. Faites attention.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916.0,"Mésalazine comprimés entériques 300 mg """" 2021.5.30 Utilisé dans le traitement de la colite ulcéreuse. Quatre semaines après le début du traitement, l'inflammation et la douleur de l'intestin grêle se seraient calmées. Les symptômes s'améliorent dans les 3 jours suivant l'arrêt de la prise du médicament.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917.0,La colchicine supprime les tempêtes de cytokines. Je pense donc par moi-même que je devrais augmenter la dose de méthotrexate lorsque j'ai des douleurs abdominales et des diarrhées fréquentes. Mais j'ai peur de réduire la dose.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919.0,"Depuis hier, j'avais une toux qui ne s'arrêtait pas et j'ai couru aux toilettes deux fois pendant la nuit, mais ça ne s'est pas arrêté du tout. Il est allé voir le médecin dès le matin, on lui a dit qu'il avait une ""bronchite légère"" et on lui a prescrit des antibiotiques et des anti-inflammatoires, qu'il a pris et ça s'est calmé ! Elle est maintenant assez bien pour sortir se promener.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920.0,"Trois semaines après avoir reçu l'infliximab, aujourd'hui, les fortes douleurs de mon estomac et de mon duodénum s'estompent après une demi-journée. Encore une semaine à tenir ! !! #ColiteUlcérative.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921.0,"<user_name> Oui, c'est vrai ! Mais on m'a dit que je devais arrêter les stéroïdes parce que c'est douloureux d'avoir la diarrhée à cause des effets secondaires des médicaments, alors je suis passé à la colchicine ! J'espère que la diarrhée s'arrêtera aussi.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922.0,"<user_name> Je prends de la metformine donc je pense que je suis moins susceptible d'avoir de la diarrhée, mais la constipation est effrayante. Prenez soin de vous.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923.0,"<user_name> Quand j'étais sous cisplatine, j'avais beaucoup de nausées, les effets secondaires étaient si importants que parfois je ne pouvais pas dormir ! Je pense que tu dois en parler à ton médecin et te reposer.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2924.0,"<user_name> La mésalazine est un stéroïde qui réduit l'inflammation, donc ils disent que ça tue les bactéries dans l'intestin, et si la diarrhée s'aggrave, je suis à l'hôpital.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926.0,"[Résumé : Lorsqu'il est utilisé en association avec la colchicine et le néoral au début d'une crise de goutte #Pregabalin Mauvais pronostic si la période de traitement (4-6 semaines) est commencée dans les 15 jours. Effets secondaires : douleur, fatigue et fièvre après une crise aiguë.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927.0,"<user_name> Je suis allergique à la mésalazine, et j'ai eu une perfusion de stéroïdes, qui m'a un peu aidé, mais... Je m'inquiète des effets secondaires, de l'hyperglycémie et des œdèmes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2928.0,"<user_name> Pommade stéroïdienne, ça semble assez efficace, j'espère que vous n'êtes pas allergique ou autre....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929.0,"<user_name> Nah, les antibiotiques me donnent la diarrhée. Alors je vais aller à l'hôpital ou...",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930.0,Minocycline maladie inefficace. Effets secondaires ? Je n'arrive pas à arrêter les nausées car j'ai mal au ventre et j'ai mal au cœur quand je mange.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2931.0,"<user_name> Je suis un générique de la mésalazine, j'ai commencé à le prendre. Ils m'ont expliqué qu'un des effets secondaires est la diarrhée.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932.0,"<user_name> Je vois qu'un effet secondaire des médicaments anti-tuberculeux est aussi les ulcères d'estomac, bon travail.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934.0,"<user_name> Bonjour Le méthotrexate est un effet secondaire des médicaments qui provoque des nausées et des diarrhées. Faites attention à la façon dont vous le prenez ! J'avais trop peur de prendre le vaccin Corona, mais après en avoir parlé à mon médecin, j'ai décidé de prendre deux comprimés à la fois pendant trois jours !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935.0,<user_name> Veuillez m'excuser de l'extérieur. Notre chat est sous infliximab depuis mai et on nous a dit que nous devions consulter l'hôpital si elle avait des diarrhées et des vomissements répétés comme effet secondaire du médicament. J'ai été heureux d'apprendre qu'elle n'avait pas de maux d'estomac.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937.0,"Traitement de la colite ulcéreuse, aspirine et pénicilline pendant une semaine. Les lésions cutanées apparaissent deux fois dans environ 50 % des cas. Les agents thérapeutiques comprennent la mésalazine, l'Entyvio et l'infliximab.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939.0,"Je suis allergique aux produits de contraste, mais je ne peux pas avoir le vaccin. Effets indésirables du vaccin #Corona <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2941.0,"<user_name> J'ai pris de la colchicine pendant ma crise de goutte. Mais le médecin m'a dit que c'est un médicament que je ne peux pas prendre si j'ai une diarrhée sévère, avec des effets secondaires comme des nausées et des malaises à l'estomac....",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942.0,Infection. L'utilisation combinée de stéroïdes et de cyclophosphamide peut être efficace contre la myasthénie. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943.0,"Je reprends deux comprimés de méthotrexate (un par semaine) à partir d'aujourd'hui, et hier soir j'ai eu des maux d'estomac et j'ai vomi toute la nuit. Cela s'est un peu calmé après le petit déjeuner, mais à cette heure-ci, je n'ai pas d'appétit et je n'ai pas d'énergie, n'est-ce pas ? Je me sens comme...",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944.0,"J'ai fini mes antibiotiques et aujourd'hui je recommence à avoir des douleurs à l'estomac, et je n'ai plus de médicaments, et je ne veux pas avoir le ventre mou !",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945.0,"Les effets secondaires des antibiotiques et de la minocycline sont tels que je ne peux pas dormir la nuit. Lors de mon dernier rendez-vous chez le médecin, il a dit que j'avais un problème d'estomac, et j'étais constipée hier aussi. Je ne sais pas si c'est la raison... ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2947.0,"Jour 4 après l'administration de l'infliximab. Les effets secondaires comprennent une perte d'appétit et des nausées, ainsi que des ballonnements dans l'estomac (diarrhée) et des troubles du goût et de l'odorat, mais cela a été beaucoup plus facile après le premier traitement, mais je n'ai pas encore fait de test C...",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948.0,"[L'administration à long terme d'antituberculeux peut inhiber la synthèse de l'isoniazide, ce qui entraîne une prolongation du traitement, des lésions rénales, etc. Les additifs tels que la biofermine et le tacrolimus doivent être pris en même temps que le médicament. Les effets secondaires comprennent un dysfonctionnement du foie.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949.0,"J'ai pris du méthotrexate le jour matin, midi et soir et deux fois par jour. Le soir, je prends 5 comprimés avant de me coucher et je ressens un peu moins de douleur que la dernière fois que je l'ai pris #polyarthritehumatoïde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950.0,"<user_name> J'ai eu un mauvais effet secondaire lorsque j'étais sous perfusion de cisplatine, des vomissements et des médicaments anti-nauséeux, je n'en ai connu qu'un seul à l'époque et c'était douloureux, mais je pense que c'est un peu plus facile maintenant. J'espère que vous prendrez soin de vous !",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955.0,<user_name> Mon médecin m'a dit que les saignements ne s'arrêtaient pas parce que je prenais de la biaspirine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
